file,q,freq,tramcnt,delay,punctuality,serviced,congestion,highLatenessTrams,total_waiting_time
input-data-passengers-04,150,90,1,52737,330186,1990,0,1,1292.6923958536
input-data-passengers-04,180,90,1,52737,339684,1898,0,1,2393.60540552339
input-data-passengers-04,210,90,1,52737,349187,1897,0,1,1534.90870092828
input-data-passengers-04,240,90,1,52737,358707,1994,0,1,1158.65355647331
input-data-passengers-04,270,90,1,52737,368202,1957,0,1,1901.06447892035
input-data-passengers-04,300,90,1,52737,377720,1939,0,1,2019.84423822471
input-data-passengers-04,150,90,2,96459,327234,1913,0,2,1950.23866185546
input-data-passengers-04,180,90,2,96459,336573,2046,0,2,2023.9678564663
input-data-passengers-04,210,90,2,96459,345903,1959,0,2,1202.25731713989
input-data-passengers-04,240,90,2,96459,355253,2004,0,2,1641.89510451558
input-data-passengers-04,270,90,2,96459,364600,2017,0,2,2102.41312474359
input-data-passengers-04,300,90,2,96459,373967,1946,0,2,1443.07786206602
input-data-passengers-04,150,90,3,135470,363890,2266,0,3,1498.50622547316
input-data-passengers-04,180,90,3,135470,374316,2185,0,3,1917.64409515507
input-data-passengers-04,210,90,3,135470,384766,2217,0,3,1140.54300219455
input-data-passengers-04,240,90,3,135470,395206,2251,0,3,1684.48793922339
input-data-passengers-04,270,90,3,135470,405654,2217,0,3,1750.26800767982
input-data-passengers-04,300,90,3,135470,416096,2196,0,3,1645.90198493824
input-data-passengers-04,150,90,4,170361,427726,2698,0,4,1558.86983639638
input-data-passengers-04,180,90,4,170361,440259,2708,0,4,1462.57207023673
input-data-passengers-04,210,90,4,170361,452806,2690,0,4,1433.26268726655
input-data-passengers-04,240,90,4,170361,465346,2640,0,4,1108.93332275018
input-data-passengers-04,270,90,4,170360,477881,2693,0,4,1203.30863689948
input-data-passengers-04,300,90,4,170361,490432,2727,0,4,1592.84244230224
input-data-passengers-04,150,90,5,219115,494042,3082,0,5,1919.22691173283
input-data-passengers-04,180,90,5,219114,508375,3003,0,5,1335.85155804252
input-data-passengers-04,210,90,5,219113,522720,2998,0,5,1402.43851611425
input-data-passengers-04,240,90,5,219107,537063,3079,0,5,1266.5494650969
input-data-passengers-04,270,90,5,219112,551393,3035,0,5,1015.37492808234
input-data-passengers-04,300,90,5,219114,565735,2952,0,5,1233.80793830083
input-data-passengers-04,150,90,6,303602,537481,3017,0,6,858.075319712712
input-data-passengers-04,180,90,6,303604,551936,3043,0,6,708.028036456896
input-data-passengers-04,210,90,6,302976,565699,3075,0,6,1469.88174304681
input-data-passengers-04,240,90,6,302955,580135,3088,0,6,1499.94700580112
input-data-passengers-04,270,90,6,302956,594585,3084,0,6,1353.7482076831
input-data-passengers-04,300,90,6,302953,609048,3016,0,6,993.953057519022
input-data-passengers-04,150,90,7,276887,530542,3451,0,7,1439.46520260823
input-data-passengers-04,180,90,7,276887,546754,3499,0,7,1150.79680682542
input-data-passengers-04,210,90,7,276917,562990,3500,0,7,887.139822013987
input-data-passengers-04,240,90,7,276889,579221,3505,0,7,1091.83440584843
input-data-passengers-04,270,90,7,276888,595413,3401,0,7,1344.6851625069
input-data-passengers-04,300,90,7,276966,610527,3487,0,7,876.670214398737
input-data-passengers-04,150,90,8,319363,530048,3452,0,8,918.245835968872
input-data-passengers-04,180,90,8,319363,546286,3503,0,8,831.113221750878
input-data-passengers-04,210,90,8,319391,562521,3367,0,8,737.80162728445
input-data-passengers-04,240,90,8,319364,578730,3394,0,8,892.156800936396
input-data-passengers-04,270,90,8,319363,594993,3498,0,8,1026.32522700931
input-data-passengers-04,300,90,8,319390,611261,3562,0,8,895.886662245045
input-data-passengers-04,150,90,9,361943,530817,3568,0,9,725.509307800667
input-data-passengers-04,180,90,9,361946,547114,3486,0,9,823.948409768454
input-data-passengers-04,210,90,9,361973,563388,3465,0,9,848.378310278613
input-data-passengers-04,240,90,9,361881,579623,3395,0,9,893.989375271397
input-data-passengers-04,270,90,9,361880,595909,3440,0,9,774.063344662324
