file,q,freq,tramcnt,delay,punctuality,serviced,congestion,highLatenessTrams,total_waiting_time
input-data-passengers-01,300,180,1,46308,371454,4173,0,1,2921.89688296
input-data-passengers-01,300,180,2,89400,367036,4265,0,2,2016.19164193551
input-data-passengers-01,300,180,3,126340,405273,4325,0,3,2990.59864972889
input-data-passengers-01,300,180,4,158458,478358,4847,0,4,1999.65121663335
input-data-passengers-01,300,180,5,190475,535340,5103,0,5,1493.49230183929
input-data-passengers-01,300,180,6,253337,555661,5145,0,6,1403.57150421718
input-data-passengers-01,300,180,7,143690,413119,5233,0,7,1799.16823355915
input-data-passengers-01,300,180,8,143600,370382,5173,0,8,1372.70795421484
input-data-passengers-01,300,180,9,143604,328343,5187,0,9,1496.38332661994
input-data-passengers-01,300,180,10,144684,287839,5210,0,10,1404.06915449737
input-data-passengers-01,300,180,11,144535,259631,5294,0,11,1303.71491320077
input-data-passengers-01,300,180,12,144728,258615,5226,0,12,1405.14043924569
input-data-passengers-01,300,180,13,144731,258615,5282,0,13,1383.56395113355
input-data-passengers-01,300,180,14,144726,258614,5150,0,14,1452.03766962936
input-data-passengers-01,300,180,15,144729,258612,5247,0,15,1391.69049946378
input-data-passengers-01,300,180,16,144723,258615,5103,0,16,1369.03527601881
input-data-passengers-01,300,180,17,144766,258612,5089,0,17,1345.83968744707
input-data-passengers-01,300,180,18,144765,258608,5126,0,18,1396.92289450159
input-data-passengers-01,300,180,19,144871,258607,5199,0,19,1350.22666173721
input-data-passengers-01,300,180,20,144723,258625,5262,0,20,1377.49275125353
input-data-passengers-01,300,360,1,0,260588,3782,0,1,2588.3348171484
input-data-passengers-01,300,360,2,0,207865,3797,0,2,2580.37863293489
input-data-passengers-01,300,360,3,0,159300,3835,0,3,3267.36617078579
input-data-passengers-01,300,360,4,23,115915,3812,0,4,2698.58117405316
input-data-passengers-01,300,360,5,23,93846,3892,0,5,2636.77068837403
input-data-passengers-01,300,360,6,23,93841,3778,0,6,2596.20530951265
input-data-passengers-01,300,360,7,23,93847,3767,0,7,2716.00102855743
input-data-passengers-01,300,360,8,24,93842,3862,0,8,2745.60980208379
input-data-passengers-01,300,360,9,25,93848,3881,0,9,2698.42516241859
input-data-passengers-01,300,360,10,23,93843,3885,0,10,2649.79448297061
input-data-passengers-01,300,360,11,21,93841,3897,0,11,2705.37829138468
input-data-passengers-01,300,360,12,25,93846,3775,0,12,2688.62547817068
input-data-passengers-01,300,360,13,23,93847,3901,0,13,2685.0074373888
input-data-passengers-01,300,360,14,27,93845,3796,0,14,2704.1287002392
input-data-passengers-01,300,360,15,24,93839,3867,0,15,2617.63852995366
input-data-passengers-01,300,360,16,23,93844,3831,0,16,2581.75330741815
input-data-passengers-01,300,360,17,20,93849,3860,0,17,2565.20770839107
input-data-passengers-01,300,360,18,24,93843,3866,0,18,2698.19952753539
input-data-passengers-01,300,360,19,23,93845,3860,0,19,2636.57906010684
input-data-passengers-01,300,360,20,23,93845,3921,0,20,2612.72984205115
input-data-passengers-01,300,540,1,0,164957,3270,0,1,3819.88550005982
input-data-passengers-01,300,540,2,0,112264,3247,0,2,3965.32942183508
input-data-passengers-01,300,540,3,0,63827,3226,0,3,3703.3436988544
input-data-passengers-01,300,540,4,0,48842,3159,0,4,3838.76565828649
input-data-passengers-01,300,540,5,0,48841,3267,0,5,3999.71805459258
input-data-passengers-01,300,540,6,0,48841,3194,0,6,3928.39800612867
input-data-passengers-01,300,540,7,0,48841,3181,0,7,3969.99098785718
input-data-passengers-01,300,540,8,0,48843,3237,0,8,3823.19493605231
input-data-passengers-01,300,540,9,0,48843,3229,0,9,3725.164814207
input-data-passengers-01,300,540,10,0,48843,3288,0,10,3771.02896574583
input-data-passengers-01,300,540,11,0,48844,3284,0,11,3858.26224737195
input-data-passengers-01,300,540,12,0,48843,3208,0,12,3978.25927791626
input-data-passengers-01,300,540,13,0,48843,3200,0,13,3931.30470545528
input-data-passengers-01,300,540,14,0,48844,3251,0,14,3778.72280595232
input-data-passengers-01,300,540,15,0,48840,3269,0,15,3921.04196398342
input-data-passengers-01,300,540,16,0,48842,3223,0,16,4181.54134336641
input-data-passengers-01,300,540,17,0,48841,3300,0,17,4235.50629327807
input-data-passengers-01,300,540,18,0,48840,3296,0,18,3925.81244235256
input-data-passengers-01,300,540,19,0,48842,3130,0,19,3746.32088137925
input-data-passengers-01,300,540,20,0,48842,3282,0,20,4065.42787304909
input-data-passengers-01,300,720,1,0,117155,2750,0,1,5167.78866947378
input-data-passengers-01,300,720,2,0,64459,2836,0,2,5729.0328004334
input-data-passengers-01,300,720,3,0,26414,2867,0,3,4993.81976723916
input-data-passengers-01,300,720,4,0,26341,2850,0,4,5097.74324128322
input-data-passengers-01,300,720,5,0,26339,2752,0,5,5149.84949384532
input-data-passengers-01,300,720,6,0,26340,2845,0,6,4901.8533027886
input-data-passengers-01,300,720,7,0,26340,2824,0,7,5025.33861681544
input-data-passengers-01,300,720,8,0,26340,2767,0,8,5115.25997826357
input-data-passengers-01,300,720,9,0,26339,2819,0,9,5333.73054240031
input-data-passengers-01,300,720,10,0,26341,2750,0,10,5173.01205291246
input-data-passengers-01,300,720,11,0,26341,2856,0,11,5007.69450556572
input-data-passengers-01,300,720,12,0,26342,2840,0,12,5137.48330611412
input-data-passengers-01,300,720,13,0,26346,2782,0,13,4794.26747205702
input-data-passengers-01,300,720,14,0,26341,2788,0,14,5114.01256834452
