q;freq;tramcnt;delay,punctuality,serviced,congestion,highLatenessTrams,total_waiting_time
300;90;20;308872;598305;34129;0;20;NaN
150;120;1;50336;328230;10782;0;1;NaN
180;120;1;50336;337760;10731;0;1;NaN
210;120;1;50336;347246;10745;0;1;NaN
240;120;1;50337;356747;10717;0;1;NaN
270;120;1;50337;366278;10783;0;1;NaN
300;120;1;50337;375788;10729;0;1;NaN
150;120;2;94027;325258;10867;0;2;NaN
180;120;2;94028;334605;10983;0;2;NaN
210;120;2;94029;343944;10848;0;2;NaN
240;120;2;94029;353274;10707;0;2;NaN
270;120;2;94028;362637;10816;0;2;NaN
300;120;2;94029;371980;10972;0;2;NaN
150;120;3;130553;359495;12195;0;3;NaN
180;120;3;130552;369903;12214;0;3;NaN
210;120;3;130553;380364;12303;0;3;NaN
240;120;3;130645;390875;12165;0;3;NaN
270;120;3;130552;401226;12430;0;3;NaN
300;120;3;130553;411674;12156;0;3;NaN
150;120;4;161357;419373;14999;0;4;NaN
180;120;4;161357;431874;14920;0;4;NaN
210;120;4;161396;444447;14691;0;4;NaN
240;120;4;161357;456942;14704;0;4;NaN
270;120;4;161357;469506;14750;0;4;NaN
300;120;4;161357;482021;14714;0;4;NaN
150;120;5;199065;467682;16727;0;5;NaN
180;120;5;199241;482199;16559;0;5;NaN
210;120;5;199207;496479;16600;0;5;NaN
240;120;5;199214;510829;16989;0;5;NaN
270;120;5;199194;525088;17024;0;5;NaN
300;120;5;199216;539401;16642;0;5;NaN
150;120;6;283588;509342;16980;0;6;NaN
180;120;6;283710;523823;16900;0;6;NaN
210;120;6;283537;538028;16959;0;6;NaN
240;120;6;283542;552351;16913;0;6;NaN
270;120;6;283686;566894;16929;0;6;NaN
300;120;6;283321;580906;16805;0;6;NaN
150;120;7;265088;517212;19397;0;7;NaN
180;120;7;264924;533295;19229;0;7;NaN
210;120;7;264930;549786;19217;0;7;NaN
240;120;7;265082;566136;19278;0;7;NaN
270;120;7;264946;582369;19017;0;7;NaN
300;120;7;264963;598756;19081;0;7;NaN
150;120;8;306825;516789;19182;0;8;NaN
180;120;8;306232;532309;19343;0;8;NaN
210;120;8;306531;548536;19122;0;8;NaN
240;120;8;306532;564796;19350;0;8;NaN
270;120;8;306535;580913;19295;0;8;NaN
300;120;8;306559;597137;19242;0;8;NaN
150;120;9;347330;514540;19197;0;9;NaN
180;120;9;347110;530532;19197;0;9;NaN
210;120;9;346775;546543;19197;0;9;NaN
240;120;9;346736;562689;19147;0;9;NaN
270;120;9;347091;579108;19352;0;9;NaN
300;120;9;347109;595333;19199;0;9;NaN
150;120;10;388503;514453;19204;0;10;NaN
180;120;10;388995;531098;19107;0;10;NaN
210;120;10;388846;547225;19083;0;10;NaN
240;120;10;389097;563882;19237;0;10;NaN
270;120;10;388946;579947;18912;0;10;NaN
300;120;10;389118;596476;19231;0;10;NaN
150;120;11;418300;545377;20943;0;11;NaN
180;120;11;418245;561032;20690;0;11;NaN
210;120;11;418442;579973;20826;0;11;NaN
240;120;11;420083;595855;20716;0;11;NaN
270;120;11;420283;616268;20615;0;11;NaN
300;120;11;417790;632376;20654;0;11;NaN
150;120;12;441541;571925;22326;0;12;NaN
180;120;12;439580;589917;22169;0;12;NaN
210;120;12;441791;608832;22029;0;12;NaN
240;120;12;440392;628851;22080;0;12;NaN
270;120;12;441703;648873;22726;0;12;NaN
300;120;12;440848;665707;22441;0;12;NaN
150;120;13;449160;583531;23890;0;13;NaN
180;120;13;454849;607631;23712;0;13;NaN
210;120;13;452578;627430;24286;0;13;NaN
240;120;13;448465;643463;24106;0;13;NaN
270;120;13;447426;662231;23781;0;13;NaN
300;120;13;445949;681553;24024;0;13;NaN
150;120;14;311790;452502;25535;0;14;NaN
180;120;14;270176;435126;25843;0;14;NaN
210;120;14;300684;484405;25316;0;14;NaN
240;120;14;288075;495111;25781;0;14;NaN
270;120;14;291040;519421;25670;0;14;NaN
300;120;14;303156;552305;25636;0;14;NaN
150;120;15;233876;340926;26177;0;15;NaN
180;120;15;232326;360913;25755;0;15;NaN
210;120;15;232418;382953;25962;0;15;NaN
240;120;15;231939;403541;25759;0;15;NaN
270;120;15;231403;424853;25630;0;15;NaN
300;120;15;232173;446971;25776;0;15;NaN
150;120;16;264611;339913;25816;0;16;NaN
180;120;16;265437;361875;25803;0;16;NaN
210;120;16;265523;383395;25892;0;16;NaN
240;120;16;265197;405288;25806;0;16;NaN
270;120;16;265175;426876;25901;0;16;NaN
300;120;16;265417;448706;25779;0;16;NaN
150;120;17;265559;332510;25534;0;17;NaN
180;120;17;265306;354368;25459;0;17;NaN
210;120;17;265095;376252;25695;0;17;NaN
240;120;17;265329;398037;25433;0;17;NaN
270;120;17;265390;419922;25572;0;17;NaN
300;120;17;265350;441851;25618;0;17;NaN
150;120;18;265406;332498;25874;0;18;NaN
180;120;18;265306;354393;25859;0;18;NaN
210;120;18;265582;376323;25715;0;18;NaN
240;120;18;264964;398031;26079;0;18;NaN
270;120;18;265495;420007;25868;0;18;NaN
300;120;18;265280;441879;25726;0;18;NaN
150;120;19;265276;332528;25671;0;19;NaN
180;120;19;265174;354377;25923;0;19;NaN
210;120;19;265476;376187;25730;0;19;NaN
240;120;19;265232;398123;25628;0;19;NaN
270;120;19;265408;419967;25829;0;19;NaN
300;120;19;265722;441913;25846;0;19;NaN
150;120;20;265157;332526;25765;0;20;NaN
180;120;20;265573;354424;25518;0;20;NaN
210;120;20;265545;376228;25956;0;20;NaN
240;120;20;265270;398147;26042;0;20;NaN
270;120;20;265241;419934;25591;0;20;NaN
300;120;20;265337;441838;25824;0;20;NaN
150;150;1;47617;325531;10769;0;1;NaN
180;150;1;47617;335024;10766;0;1;NaN
210;150;1;47645;344572;10728;0;1;NaN
240;150;1;47617;354052;10853;0;1;NaN
270;150;1;47617;363571;10694;0;1;NaN
300;150;1;47617;373049;10867;0;1;NaN
150;150;2;91291;322505;10764;0;2;NaN
180;150;2;91291;331880;10634;0;2;NaN
210;150;2;91290;341187;10667;0;2;NaN
240;150;2;91290;350556;10741;0;2;NaN
270;150;2;91290;359880;10771;0;2;NaN
300;150;2;91291;369256;10752;0;2;NaN
150;150;3;123737;352633;12244;0;3;NaN
180;150;3;123737;363093;12203;0;3;NaN
210;150;3;123735;373534;12341;0;3;NaN
240;150;3;123736;384030;12525;0;3;NaN
270;150;3;123737;394420;12214;0;3;NaN
300;150;3;123737;404872;12273;0;3;NaN
150;150;4;149010;406654;14887;0;4;NaN
180;150;4;149000;419179;14673;0;4;NaN
210;150;4;149054;431761;14714;0;4;NaN
240;150;4;148953;444208;14547;0;4;NaN
270;150;4;149010;456812;14787;0;4;NaN
300;150;4;149009;469346;14700;0;4;NaN
150;150;5;180633;454612;16840;0;5;NaN
180;150;5;180661;468913;16706;0;5;NaN
210;150;5;180664;483238;16982;0;5;NaN
240;150;5;180661;497515;16700;0;5;NaN
270;150;5;180736;511842;16931;0;5;NaN
300;150;5;180660;526015;16685;0;5;NaN
150;150;6;262837;494071;16886;0;6;NaN
180;150;6;262950;508477;16793;0;6;NaN
210;150;6;262879;522654;16761;0;6;NaN
240;150;6;262745;536876;16778;0;6;NaN
270;150;6;262863;551247;16768;0;6;NaN
300;150;6;262840;565598;16922;0;6;NaN
150;150;7;248892;499696;19137;0;7;NaN
180;150;7;247525;514404;19403;0;7;NaN
210;150;7;247524;530469;19037;0;7;NaN
240;150;7;247615;546509;19327;0;7;NaN
270;150;7;247522;562499;19495;0;7;NaN
300;150;7;247509;578601;19137;0;7;NaN
150;150;8;287043;495455;19168;0;8;NaN
180;150;8;287488;511961;19084;0;8;NaN
210;150;8;287103;527713;19260;0;8;NaN
240;150;8;287041;543766;18971;0;8;NaN
270;150;8;287058;559645;19379;0;8;NaN
300;150;8;287506;576328;18992;0;8;NaN
150;150;9;321586;487504;19158;0;9;NaN
180;150;9;323227;505288;19462;0;9;NaN
210;150;9;322883;521098;19256;0;9;NaN
240;150;9;323071;537411;19258;0;9;NaN
270;150;9;321886;551798;19189;0;9;NaN
300;150;9;323025;569129;19323;0;9;NaN
150;150;10;357027;480718;19169;0;10;NaN
180;150;10;356783;496635;19074;0;10;NaN
210;150;10;357794;513748;19015;0;10;NaN
240;150;10;356592;528709;19157;0;10;NaN
270;150;10;356803;544427;19130;0;10;NaN
300;150;10;356583;561080;19414;0;10;NaN
150;150;11;247119;368806;20507;0;11;NaN
180;150;11;230482;370332;20621;0;11;NaN
210;150;11;215383;373240;20633;0;11;NaN
240;150;11;232625;406970;20751;0;11;NaN
270;150;11;217071;408433;20696;0;11;NaN
300;150;11;215357;424007;20549;0;11;NaN
150;150;12;211742;296714;20722;0;12;NaN
180;150;12;211428;313945;20648;0;12;NaN
210;150;12;211729;331986;20853;0;12;NaN
240;150;12;211854;349345;20821;0;12;NaN
270;150;12;211794;365687;20625;0;12;NaN
300;150;12;212136;384579;20550;0;12;NaN
150;150;13;207023;258963;20396;0;13;NaN
180;150;13;206616;275985;20816;0;13;NaN
210;150;13;206513;293319;20516;0;13;NaN
240;150;13;206315;311217;20709;0;13;NaN
270;150;13;206786;326741;20859;0;13;NaN
300;150;13;207182;344541;20804;0;13;NaN
150;150;14;205697;251267;20919;0;14;NaN
180;150;14;205683;260665;20524;0;14;NaN
210;150;14;206039;270385;20806;0;14;NaN
240;150;14;206096;280238;20711;0;14;NaN
270;150;14;205698;289592;20697;0;14;NaN
300;150;14;205341;305354;21009;0;14;NaN
150;150;15;206051;251278;20648;0;15;NaN
180;150;15;206580;260959;21049;0;15;NaN
210;150;15;206332;270254;21169;0;15;NaN
240;150;15;206489;279784;20524;0;15;NaN
270;150;15;207262;287621;20871;0;15;NaN
300;150;15;206359;296608;20834;0;15;NaN
150;150;16;207429;251796;20737;0;16;NaN
180;150;16;207433;261159;20619;0;16;NaN
210;150;16;206633;270548;20809;0;16;NaN
240;150;16;206717;279889;20779;0;16;NaN
270;150;16;207037;287560;20560;0;16;NaN
300;150;16;207152;298942;20832;0;16;NaN
150;150;17;206279;251496;20973;0;17;NaN
180;150;17;206529;261148;20868;0;17;NaN
210;150;17;206455;270640;20748;0;17;NaN
240;150;17;207171;280358;21169;0;17;NaN
270;150;17;206818;287698;20672;0;17;NaN
300;150;17;206133;296743;20978;0;17;NaN
150;150;18;205872;251529;20638;0;18;NaN
180;150;18;206918;261156;20740;0;18;NaN
210;150;18;205876;270508;21061;0;18;NaN
240;150;18;206136;279781;20752;0;18;NaN
270;150;18;206668;287637;20545;0;18;NaN
300;150;18;206890;298867;20863;0;18;NaN
150;150;19;205527;251255;20605;0;19;NaN
180;150;19;207410;261240;20589;0;19;NaN
210;150;19;208048;270917;20929;0;19;NaN
240;150;19;205925;279941;20957;0;19;NaN
270;150;19;206052;287444;21086;0;19;NaN
300;150;19;206214;296769;20669;0;19;NaN
150;150;20;207253;251605;20853;0;20;NaN
180;150;20;205891;260830;20833;0;20;NaN
210;150;20;206568;270410;20932;0;20;NaN
240;150;20;206676;279942;20723;0;20;NaN
270;150;20;207609;287992;20461;0;20;NaN
300;150;20;206126;296709;20225;0;20;NaN
150;180;1;46308;324194;10821;0;1;NaN
180;180;1;46308;333740;10869;0;1;NaN
210;180;1;46308;343217;10962;0;1;NaN
240;180;1;46307;352754;11030;0;1;NaN
270;180;1;46307;362237;10800;0;1;NaN
300;180;1;46308;371735;10726;0;1;NaN
150;180;2;89400;320643;10864;0;2;NaN
180;180;2;89400;329983;10946;0;2;NaN
210;180;2;89400;339304;10860;0;2;NaN
240;180;2;89400;348675;10825;0;2;NaN
270;180;2;89399;357987;11064;0;2;NaN
300;180;2;89398;367363;10852;0;2;NaN
150;180;3;126340;353765;12141;0;3;NaN
180;180;3;126340;364101;12090;0;3;NaN
210;180;3;126339;374498;12193;0;3;NaN
240;180;3;126339;384896;12168;0;3;NaN
270;180;3;126339;395243;12097;0;3;NaN
300;180;3;126340;405629;12250;0;3;NaN
150;180;4;158458;416161;14928;0;4;NaN
180;180;4;158506;428678;14928;0;4;NaN
210;180;4;158457;441221;14830;0;4;NaN
240;180;4;158456;453730;14585;0;4;NaN
270;180;4;158456;466253;14676;0;4;NaN
300;180;4;158456;478793;14825;0;4;NaN
150;180;5;190484;464622;16876;0;5;NaN
180;180;5;190480;478714;16743;0;5;NaN
210;180;5;190455;493009;16677;0;5;NaN
240;180;5;190466;507334;16780;0;5;NaN
270;180;5;190470;521576;16810;0;5;NaN
300;180;5;190411;535799;16804;0;5;NaN
150;180;6;253307;484770;16850;0;6;NaN
180;180;6;253314;498924;16852;0;6;NaN
210;180;6;253414;513355;16684;0;6;NaN
240;180;6;253707;527948;17057;0;6;NaN
270;180;6;253364;541902;16767;0;6;NaN
300;180;6;253431;556251;16990;0;6;NaN
150;180;7;143672;340410;17388;0;7;NaN
180;180;7;143522;354837;17319;0;7;NaN
210;180;7;143671;369575;17540;0;7;NaN
240;180;7;143513;384192;17227;0;7;NaN
270;180;7;143673;398960;17406;0;7;NaN
300;180;7;143801;413821;17310;0;7;NaN
150;180;8;143647;297898;17394;0;8;NaN
180;180;8;143701;312332;17443;0;8;NaN
210;180;8;143577;326907;17252;0;8;NaN
240;180;8;143697;341725;17436;0;8;NaN
270;180;8;143531;356142;16985;0;8;NaN
300;180;8;143604;370905;17329;0;8;NaN
150;180;9;143724;255945;17410;0;9;NaN
180;180;9;143587;270151;17284;0;9;NaN
210;180;9;143635;284938;17427;0;9;NaN
240;180;9;143642;299651;17534;0;9;NaN
270;180;9;143710;314365;17296;0;9;NaN
300;180;9;144005;329051;17516;0;9;NaN
150;180;10;144755;215565;17192;0;10;NaN
180;180;10;144679;229745;17330;0;10;NaN
210;180;10;145204;244691;17318;0;10;NaN
240;180;10;144478;259121;17537;0;10;NaN
270;180;10;144434;273579;17387;0;10;NaN
300;180;10;145359;288797;17332;0;10;NaN
150;180;11;144434;192578;17275;0;11;NaN
180;180;11;144525;201048;17408;0;11;NaN
210;180;11;144535;215756;17075;0;11;NaN
240;180;11;144823;230529;17348;0;11;NaN
270;180;11;144480;245087;17678;0;11;NaN
300;180;11;144738;259725;17102;0;11;NaN
150;180;12;144606;192454;17536;0;12;NaN
180;180;12;144525;199915;17245;0;12;NaN
210;180;12;144654;214597;17716;0;12;NaN
240;180;12;144525;222105;17305;0;12;NaN
270;180;12;144474;243914;17524;0;12;NaN
300;180;12;144616;258603;17620;0;12;NaN
150;180;13;144491;192435;17309;0;13;NaN
180;180;13;144473;199907;17127;0;13;NaN
210;180;13;144681;214607;17235;0;13;NaN
240;180;13;144509;228413;17428;0;13;NaN
270;180;13;144507;228439;17301;0;13;NaN
300;180;13;144777;258626;17360;0;13;NaN
150;180;14;144485;192431;17358;0;14;NaN
180;180;14;144596;199928;17351;0;14;NaN
210;180;14;144598;214618;17275;0;14;NaN
240;180;14;144500;229202;17176;0;14;NaN
270;180;14;144524;228427;17357;0;14;NaN
300;180;14;144686;258619;17313;0;14;NaN
150;180;15;144729;192477;17276;0;15;NaN
180;180;15;144520;199902;17143;0;15;NaN
210;180;15;144585;209427;17568;0;15;NaN
240;180;15;144664;229278;17444;0;15;NaN
270;180;15;144708;228416;17528;0;15;NaN
300;180;15;144677;258599;17284;0;15;NaN
150;180;16;144454;192432;17474;0;16;NaN
180;180;16;144464;199939;17349;0;16;NaN
210;180;16;144890;214607;17122;0;16;NaN
240;180;16;144604;218941;17397;0;16;NaN
270;180;16;144702;243947;17194;0;16;NaN
300;180;16;144565;258590;17281;0;16;NaN
150;180;17;144481;192427;17133;0;17;NaN
180;180;17;144471;199905;17348;0;17;NaN
210;180;17;144750;210996;17453;0;17;NaN
240;180;17;144535;229254;17431;0;17;NaN
270;180;17;144484;223487;17449;0;17;NaN
300;180;17;144510;237945;17118;0;17;NaN
150;180;18;144698;192422;17425;0;18;NaN
180;180;18;144511;199910;17361;0;18;NaN
210;180;18;144529;214584;17250;0;18;NaN
240;180;18;144517;226780;17277;0;18;NaN
270;180;18;144516;235633;17379;0;18;NaN
300;180;18;144541;258581;17374;0;18;NaN
150;180;19;144472;192435;17054;0;19;NaN
180;180;19;144563;199909;17215;0;19;NaN
210;180;19;144725;214624;17427;0;19;NaN
240;180;19;144630;229277;17414;0;19;NaN
270;180;19;144711;242685;17359;0;19;NaN
300;180;19;144465;256899;17318;0;19;NaN
150;180;20;144511;192439;17561;0;20;NaN
180;180;20;144474;199903;17425;0;20;NaN
210;180;20;144618;211829;17108;0;20;NaN
240;180;20;144475;229241;17597;0;20;NaN
270;180;20;144712;243947;17340;0;20;NaN
300;180;20;144714;258576;17314;0;20;NaN
150;210;1;43907;321779;10679;0;1;NaN
180;210;1;43907;331306;10757;0;1;NaN
210;210;1;43908;340827;10878;0;1;NaN
240;210;1;43908;350321;10856;0;1;NaN
270;210;1;43908;359867;10884;0;1;NaN
300;210;1;43908;369374;10806;0;1;NaN
150;210;2;86670;317872;10662;0;2;NaN
180;210;2;86670;327219;10674;0;2;NaN
210;210;2;86669;336549;10759;0;2;NaN
240;210;2;86670;345948;10981;0;2;NaN
270;210;2;86670;355275;10898;0;2;NaN
300;210;2;86670;364627;10681;0;2;NaN
150;210;3;120785;338488;12129;0;3;NaN
180;210;3;120785;348709;11925;0;3;NaN
210;210;3;120820;359061;12061;0;3;NaN
240;210;3;120785;369310;12244;0;3;NaN
270;210;3;120785;379598;12144;0;3;NaN
300;210;3;120785;389901;12159;0;3;NaN
150;210;4;138727;387172;14673;0;4;NaN
180;210;4;138649;399482;14500;0;4;NaN
210;210;4;138649;411950;14607;0;4;NaN
240;210;4;138649;424361;14832;0;4;NaN
270;210;4;138697;436872;14683;0;4;NaN
300;210;4;138649;449266;14460;0;4;NaN
150;210;5;92661;305730;14975;0;5;NaN
180;210;5;92638;318308;14999;0;5;NaN
210;210;5;92616;330863;14888;0;5;NaN
240;210;5;92637;343566;15104;0;5;NaN
270;210;5;92636;356256;15017;0;5;NaN
300;210;5;92639;369004;14953;0;5;NaN
150;210;6;92682;262495;14930;0;6;NaN
180;210;6;92552;274852;14610;0;6;NaN
210;210;6;92696;287527;14887;0;6;NaN
240;210;6;92488;299978;14869;0;6;NaN
270;210;6;92658;312816;15149;0;6;NaN
300;210;6;92515;325360;15023;0;6;NaN
150;210;7;92684;219874;15099;0;7;NaN
180;210;7;92656;232293;15005;0;7;NaN
210;210;7;92702;244743;14845;0;7;NaN
240;210;7;92656;257332;14844;0;7;NaN
270;210;7;92659;269999;15022;0;7;NaN
300;210;7;92720;282644;14934;0;7;NaN
150;210;8;93776;179386;15031;0;8;NaN
180;210;8;93917;191898;14969;0;8;NaN
210;210;8;93685;203960;14958;0;8;NaN
240;210;8;93822;216717;14978;0;8;NaN
270;210;8;93761;229359;15002;0;8;NaN
300;210;8;93773;241983;15018;0;8;NaN
150;210;9;93728;158362;14930;0;9;NaN
180;210;9;93795;164844;14941;0;9;NaN
210;210;9;93586;171354;15044;0;9;NaN
240;210;9;93827;183985;14803;0;9;NaN
270;210;9;93743;196613;14736;0;9;NaN
300;210;9;93793;209247;14778;0;9;NaN
150;210;10;93845;158368;14730;0;10;NaN
180;210;10;94058;164815;14887;0;10;NaN
210;210;10;93810;171267;14886;0;10;NaN
240;210;10;93769;179573;15104;0;10;NaN
270;210;10;93903;196585;15054;0;10;NaN
300;210;10;93929;196191;14957;0;10;NaN
150;210;11;93731;158362;15006;0;11;NaN
180;210;11;93776;164839;15028;0;11;NaN
210;210;11;94072;171264;15024;0;11;NaN
240;210;11;93932;179568;14986;0;11;NaN
270;210;11;93962;193276;14816;0;11;NaN
300;210;11;93946;209214;15066;0;11;NaN
150;210;12;93794;158364;14747;0;12;NaN
180;210;12;93791;164807;15059;0;12;NaN
210;210;12;93934;171265;15034;0;12;NaN
240;210;12;93754;183953;14928;0;12;NaN
270;210;12;94046;190163;14849;0;12;NaN
300;210;12;93836;209212;15205;0;12;NaN
150;210;13;93814;158356;14894;0;13;NaN
180;210;13;93746;164841;14980;0;13;NaN
210;210;13;93851;171261;15023;0;13;NaN
240;210;13;94007;182270;14830;0;13;NaN
270;210;13;94032;186748;14790;0;13;NaN
300;210;13;93831;209221;14851;0;13;NaN
150;210;14;93959;158357;14915;0;14;NaN
180;210;14;93920;164813;14830;0;14;NaN
210;210;14;93730;171320;14720;0;14;NaN
240;210;14;93896;183952;14742;0;14;NaN
270;210;14;93836;196580;14915;0;14;NaN
300;210;14;93964;204289;14947;0;14;NaN
150;210;15;93795;158366;15007;0;15;NaN
180;210;15;93775;164840;14825;0;15;NaN
210;210;15;94068;171265;15008;0;15;NaN
240;210;15;93761;183959;14955;0;15;NaN
270;210;15;93921;196582;14906;0;15;NaN
300;210;15;93895;196191;14995;0;15;NaN
150;210;16;93876;158369;14970;0;16;NaN
180;210;16;93935;164811;14978;0;16;NaN
210;210;16;93855;171260;15147;0;16;NaN
240;210;16;93989;182274;14956;0;16;NaN
270;210;16;94019;193280;14937;0;16;NaN
300;210;16;93987;200881;15016;0;16;NaN
150;210;17;93790;158364;15074;0;17;NaN
180;210;17;93991;164812;14929;0;17;NaN
210;210;17;93746;171320;14982;0;17;NaN
240;210;17;93654;183953;14910;0;17;NaN
270;210;17;93742;196577;15207;0;17;NaN
300;210;17;93913;194481;14869;0;17;NaN
150;210;18;93764;158360;14800;0;18;NaN
180;210;18;93894;164811;14953;0;18;NaN
210;210;18;93989;171264;14819;0;18;NaN
240;210;18;93784;183949;14918;0;18;NaN
270;210;18;93895;193282;14947;0;18;NaN
300;210;18;93708;196189;14965;0;18;NaN
150;210;19;93850;158360;14840;0;19;NaN
180;210;19;93925;164810;14882;0;19;NaN
210;210;19;93899;171259;14734;0;19;NaN
240;210;19;93697;183412;15019;0;19;NaN
270;210;19;93781;187882;14947;0;19;NaN
300;210;19;93827;204290;14928;0;19;NaN
150;210;20;94022;158375;14957;0;20;NaN
180;210;20;93555;164841;14849;0;20;NaN
210;210;20;93906;171264;14901;0;20;NaN
240;210;20;93926;179572;15107;0;20;NaN
270;210;20;93925;193280;14831;0;20;NaN
300;210;20;93771;196195;14791;0;20;NaN
150;240;1;41327;319213;10761;0;1;NaN
180;240;1;41361;328792;10665;0;1;NaN
210;240;1;41327;338256;10885;0;1;NaN
240;240;1;41328;347814;11001;0;1;NaN
