file,q,freq,tramcnt,delay,punctuality,serviced,congestion,highLatenessTrams,total_waiting_time
input-data-passengers-02,150,90,1,52737,330376,5227,0,1,3036.58181616144
input-data-passengers-02,180,90,1,52737,339890,5167,0,1,2538.13026812956
input-data-passengers-02,210,90,1,52737,349375,5154,0,1,2864.05166573371
input-data-passengers-02,240,90,1,52737,358876,5146,0,1,2436.45616226923
input-data-passengers-02,270,90,1,52737,368399,5140,0,1,3087.80072535397
input-data-passengers-02,300,90,1,52737,377907,5148,0,1,2446.67340518261
input-data-passengers-02,150,90,2,96459,327417,5126,0,2,3201.51334398398
input-data-passengers-02,180,90,2,96459,336741,5158,0,2,2460.74339561252
input-data-passengers-02,210,90,2,96459,346092,5150,0,2,2190.12078696473
input-data-passengers-02,240,90,2,96459,355426,5199,0,2,2702.67226727177
input-data-passengers-02,270,90,2,96459,364796,5196,0,2,3007.58780441424
input-data-passengers-02,300,90,2,96459,374181,5152,0,2,2953.86934297506
input-data-passengers-02,150,90,3,135470,364075,5497,0,3,2298.9879120477
input-data-passengers-02,180,90,3,135470,374501,5468,0,3,2164.92375237036
input-data-passengers-02,210,90,3,135470,384934,5556,0,3,2299.55056742872
input-data-passengers-02,240,90,3,135470,395384,5493,0,3,2102.80570069403
input-data-passengers-02,270,90,3,135470,405828,5448,0,3,2208.91347990479
input-data-passengers-02,300,90,3,135470,416294,5612,0,3,3048.37196068692
input-data-passengers-02,150,90,4,170361,427909,5993,0,4,2297.95873624768
input-data-passengers-02,180,90,4,170360,440453,6068,0,4,2446.51205004593
input-data-passengers-02,210,90,4,170361,452997,5947,0,4,2020.52021272126
input-data-passengers-02,240,90,4,170361,465561,5951,0,4,2150.04842586479
input-data-passengers-02,270,90,4,170360,478083,5998,0,4,2106.68699283647
input-data-passengers-02,300,90,4,170361,490628,5953,0,4,2754.80131945128
input-data-passengers-02,150,90,5,219104,494220,6411,0,5,1923.72010278215
input-data-passengers-02,180,90,5,219101,508548,6326,0,5,1377.89073603527
input-data-passengers-02,210,90,5,219108,522903,6466,0,5,1319.72455143484
input-data-passengers-02,240,90,5,219111,537266,6406,0,5,1886.85051280483
input-data-passengers-02,270,90,5,219104,551569,6404,0,5,1310.23992544643
input-data-passengers-02,300,90,5,219106,565926,6572,0,5,2315.8032905516
input-data-passengers-02,150,90,6,303592,537669,6437,0,6,2166.19921472747
input-data-passengers-02,180,90,6,303595,552137,6483,0,6,1485.00668001204
input-data-passengers-02,210,90,6,302975,565866,6443,0,6,1331.30242457745
input-data-passengers-02,240,90,6,302673,580115,6390,0,6,2142.37881088752
input-data-passengers-02,270,90,6,302673,594583,6425,0,6,1727.62021452249
input-data-passengers-02,300,90,6,302675,609052,6492,0,6,1703.28835423192
input-data-passengers-02,150,90,7,276864,530704,6869,0,7,1332.17585660552
input-data-passengers-02,180,90,7,276883,546960,6897,0,7,1773.69892330631
input-data-passengers-02,210,90,7,276908,563214,6795,0,7,1813.12182485932
