file,q,freq,tramcnt,delay,punctuality,serviced,congestion,highLatenessTrams,total_waiting_time
input-data-passengers-03,150,90,1,52737,330171,1981,0,1,2411.55126042727
input-data-passengers-03,180,90,1,52737,339689,1888,0,1,2248.28074222723
input-data-passengers-03,210,90,1,52737,349176,1877,0,1,1279.77222563345
input-data-passengers-03,240,90,1,52737,358703,1974,0,1,1507.13920688234
input-data-passengers-03,270,90,1,52737,368213,1943,0,1,2537.36992333657
input-data-passengers-03,300,90,1,52737,377718,1934,0,1,1187.2408468579
input-data-passengers-03,150,90,2,96459,327241,1931,0,2,1703.46144942978
input-data-passengers-03,180,90,2,96459,336576,1952,0,2,1378.2884545049
input-data-passengers-03,210,90,2,96459,345901,1919,0,2,1558.0986587827
input-data-passengers-03,240,90,2,96459,355244,1909,0,2,1650.44989147196
input-data-passengers-03,270,90,2,96459,364602,1970,0,2,1735.85631407634
input-data-passengers-03,300,90,2,96459,373960,1972,0,2,1240.42154896336
input-data-passengers-03,150,90,3,135470,363887,2281,0,3,1290.75397128045
input-data-passengers-03,180,90,3,135470,374322,2199,0,3,1405.78684565147
input-data-passengers-03,210,90,3,135470,384764,2158,0,3,1295.12841051
input-data-passengers-03,240,90,3,135470,395205,2267,0,3,2237.73753538845
input-data-passengers-03,270,90,3,135470,405644,2176,0,3,1624.54670393476
input-data-passengers-03,300,90,3,135470,416082,2260,0,3,1478.21052458579
input-data-passengers-03,150,90,4,170361,427727,2762,0,4,1273.38978632459
input-data-passengers-03,180,90,4,170360,440258,2755,0,4,1830.61528800654
input-data-passengers-03,210,90,4,170361,452804,2691,0,4,1435.47121279175
input-data-passengers-03,240,90,4,170364,465349,2706,0,4,1581.23876297672
input-data-passengers-03,270,90,4,170361,477881,2627,0,4,1742.50987702295
input-data-passengers-03,300,90,4,170361,490436,2739,0,4,1723.56659616828
input-data-passengers-03,150,90,5,219112,494032,3041,0,5,1439.96127283012
input-data-passengers-03,180,90,5,219112,508372,3067,0,5,1303.47159061144
input-data-passengers-03,210,90,5,219110,522726,3051,0,5,1260.55926977982
input-data-passengers-03,240,90,5,219114,537054,3066,0,5,1242.50600225799
input-data-passengers-03,270,90,5,219113,551398,3075,0,5,906.453173735193
input-data-passengers-03,300,90,5,219116,565736,3118,0,5,859.360603878606
input-data-passengers-03,150,90,6,303600,537473,3062,0,6,946.450111968741
input-data-passengers-03,180,90,6,303604,551928,3056,0,6,723.933338641973
input-data-passengers-03,210,90,6,302980,565700,3040,0,6,1247.38747746423
input-data-passengers-03,240,90,6,302955,580123,3095,0,6,1550.36364562129
input-data-passengers-03,270,90,6,302956,594596,3014,0,6,1234.90980772247
input-data-passengers-03,300,90,6,302953,609050,3072,0,6,1283.70555515711
input-data-passengers-03,150,90,7,276888,530531,3455,0,7,931.955829145475
input-data-passengers-03,180,90,7,276888,546751,3549,0,7,1095.39335858366
input-data-passengers-03,210,90,7,276915,563003,3354,0,7,696.388600030062
input-data-passengers-03,240,90,7,276888,579205,3461,0,7,1130.27783081367
input-data-passengers-03,270,90,7,276885,595428,3383,0,7,923.255581269548
input-data-passengers-03,300,90,7,276964,610517,3361,0,7,1395.47277880674
input-data-passengers-03,150,90,8,319364,530059,3462,0,8,1036.55941770695
input-data-passengers-03,180,90,8,319364,546285,3508,0,8,756.952468083327
input-data-passengers-03,210,90,8,319391,562521,3467,0,8,962.241067760745
input-data-passengers-03,240,90,8,319364,578726,3400,0,8,881.082603825077
input-data-passengers-03,270,90,8,319159,594776,3407,0,8,693.038983291465
input-data-passengers-03,300,90,8,319388,611257,3421,0,8,1045.95478985206
input-data-passengers-03,150,90,9,361878,530740,3395,0,9,912.119642627739
input-data-passengers-03,180,90,9,361880,547035,3562,0,9,917.985134025918
input-data-passengers-03,210,90,9,361908,563337,3510,0,9,974.906898922563
input-data-passengers-03,240,90,9,361881,579631,3483,0,9,811.351669096309
input-data-passengers-03,270,90,9,361879,595919,3519,0,9,899.732040161486
input-data-passengers-03,300,90,9,361906,612209,3543,0,9,929.797667025832
input-data-passengers-03,150,90,10,404592,531030,3447,0,10,832.775808590604
input-data-passengers-03,180,90,10,404591,547365,3521,0,10,858.188431795547
input-data-passengers-03,210,90,10,404620,563736,3479,0,10,803.693605725336
input-data-passengers-03,240,90,10,404592,580067,3526,0,10,794.939140472235
input-data-passengers-03,270,90,10,404592,596411,3372,0,10,749.978200140984
input-data-passengers-03,300,90,10,404619,612790,3442,0,10,825.578493516642
input-data-passengers-03,150,90,11,440462,569497,3705,0,11,746.001910664959
input-data-passengers-03,180,90,11,440625,585267,3625,0,11,646.276734717864
input-data-passengers-03,210,90,11,441279,604230,3797,0,11,861.269424784487
input-data-passengers-03,240,90,11,439993,622158,3777,0,11,842.457190307361
input-data-passengers-03,270,90,11,440458,640142,3733,0,11,891.58129797483
input-data-passengers-03,300,90,11,441119,656988,3751,0,11,849.183628583708
input-data-passengers-03,150,90,12,474515,608151,4006,0,12,886.105027318172
input-data-passengers-03,180,90,12,474440,627114,4035,0,12,707.657322094891
input-data-passengers-03,210,90,12,473923,646214,4035,0,12,899.192089725125
input-data-passengers-03,240,90,12,475177,665909,4017,0,12,732.92953512192
input-data-passengers-03,270,90,12,474617,684415,3973,0,12,766.323620492147
input-data-passengers-03,300,90,12,474646,703494,3962,0,12,772.630876740601
input-data-passengers-03,150,90,13,507487,645817,4312,0,13,647.426380037908
input-data-passengers-03,180,90,13,506620,665434,4358,0,13,814.504163553604
input-data-passengers-03,210,90,13,509448,686890,4240,0,13,665.228544748142
input-data-passengers-03,240,90,13,509923,708232,4316,0,13,740.074595298483
input-data-passengers-03,270,90,13,506646,726676,4469,0,13,591.011302622759
input-data-passengers-03,300,90,13,506140,746962,4366,0,13,649.777693929672
input-data-passengers-03,150,90,14,537590,682985,4627,0,14,717.591887420025
input-data-passengers-03,180,90,14,536132,704449,4607,0,14,660.240987277433
input-data-passengers-03,210,90,14,537944,728366,4629,0,14,714.040892590169
input-data-passengers-03,240,90,14,537960,750831,4520,0,14,696.827278935214
input-data-passengers-03,270,90,14,537571,772626,4538,0,14,623.063972652462
input-data-passengers-03,300,90,14,536618,792672,4566,0,14,691.211522119379
input-data-passengers-03,150,90,15,566460,718247,4904,0,15,666.103961149344
input-data-passengers-03,180,90,15,567691,744062,4812,0,15,643.459349497387
input-data-passengers-03,210,90,15,569073,768112,4866,0,15,559.140840797933
input-data-passengers-03,240,90,15,571224,793409,4812,0,15,800.58332903796
input-data-passengers-03,270,90,15,567042,812274,4891,0,15,583.162895128315
input-data-passengers-03,300,90,15,568794,836977,4901,0,15,721.09811097535
input-data-passengers-03,150,90,16,576694,738589,5203,0,16,581.871920607671
input-data-passengers-03,180,90,16,584263,770152,5228,0,16,532.496614152089
input-data-passengers-03,210,90,16,585209,796256,5189,0,16,632.295933852916
input-data-passengers-03,240,90,16,577289,811039,5301,0,16,622.446106895674
input-data-passengers-03,270,90,16,586372,845541,5196,0,16,681.700437662401
input-data-passengers-03,300,90,16,591533,875270,5354,0,16,647.270476284284
input-data-passengers-03,150,90,17,589599,758451,5432,0,17,623.167929121523
input-data-passengers-03,180,90,17,599706,796365,5531,0,17,567.822270004288
input-data-passengers-03,210,90,17,604813,826443,5539,0,17,578.81115042003
input-data-passengers-03,240,90,17,606119,852888,5405,0,17,564.633642713595
input-data-passengers-03,270,90,17,601738,873319,5509,0,17,549.479804863835
input-data-passengers-03,300,90,17,604866,903324,5549,0,17,596.450385722292
input-data-passengers-03,150,90,18,570782,748374,5659,0,18,476.91240535132
input-data-passengers-03,180,90,18,590921,795436,5871,0,18,532.85353230895
input-data-passengers-03,210,90,18,589715,820875,5856,0,18,547.148685387453
input-data-passengers-03,240,90,18,582789,840290,5657,0,18,553.492766526273
input-data-passengers-03,270,90,18,585718,873964,5965,0,18,543.884406042345
input-data-passengers-03,300,90,18,600892,917190,5762,0,18,525.79140581881
input-data-passengers-03,150,90,19,356378,537046,5996,0,19,526.608118859087
input-data-passengers-03,180,90,19,280924,493555,6051,0,19,522.558984793493
input-data-passengers-03,210,90,19,307199,547703,6074,0,19,530.449573823459
input-data-passengers-03,240,90,19,312976,582646,6165,0,19,518.238583646163
input-data-passengers-03,270,90,19,314312,612205,6106,0,19,463.39520201711
input-data-passengers-03,300,90,19,312800,639244,6091,0,19,509.583740445376
input-data-passengers-03,150,90,20,309318,451798,6081,0,20,430.421334375044
input-data-passengers-03,180,90,20,306875,479113,6027,0,20,398.619861629996
input-data-passengers-03,210,90,20,320960,521793,6183,0,20,418.232637745472
input-data-passengers-03,240,90,20,321174,550766,6125,0,20,429.788979268097
input-data-passengers-03,270,90,20,327806,587369,6054,0,20,423.88327245542
input-data-passengers-03,300,90,20,318220,605273,6050,0,20,399.523969192487
input-data-passengers-03,150,120,1,50337,327761,1946,0,1,1214.06065649659
input-data-passengers-03,180,120,1,50337,337278,1925,0,1,1975.80680794756
input-data-passengers-03,210,120,1,50337,346792,1859,0,1,1253.67034938352
input-data-passengers-03,240,120,1,50337,356300,1978,0,1,2084.18463893303
input-data-passengers-03,270,120,1,50337,365802,1969,0,1,1993.90760539858
input-data-passengers-03,300,120,1,50337,375330,1889,0,1,2232.72509667887
input-data-passengers-03,150,120,2,94029,324811,1983,0,2,2429.20959812541
input-data-passengers-03,180,120,2,94029,334144,1956,0,2,1292.35913689196
input-data-passengers-03,210,120,2,94029,343459,1970,0,2,1324.84185997024
input-data-passengers-03,240,120,2,94029,352813,1956,0,2,1656.47132714573
input-data-passengers-03,270,120,2,94029,362174,2038,0,2,1515.84592083286
input-data-passengers-03,300,120,2,94029,371533,1920,0,2,1371.50030350129
input-data-passengers-03,150,120,3,130553,358976,2365,0,3,1342.52159065667
input-data-passengers-03,180,120,3,130553,369403,2239,0,3,2126.74431048849
input-data-passengers-03,210,120,3,130553,379847,2204,0,3,1195.2084210626
input-data-passengers-03,240,120,3,130553,390294,2228,0,3,1083.49005640562
input-data-passengers-03,270,120,3,130553,400726,2215,0,3,2009.80329897705
input-data-passengers-03,300,120,3,130553,411166,2214,0,3,1601.26186534828
input-data-passengers-03,150,120,4,161357,418732,2660,0,4,1799.50457510775
input-data-passengers-03,180,120,4,161357,431256,2681,0,4,1504.59128604223
input-data-passengers-03,210,120,4,161357,443811,2665,0,4,1879.63519663984
input-data-passengers-03,240,120,4,161360,456347,2606,0,4,1654.16669630315
input-data-passengers-03,270,120,4,161357,468871,2626,0,4,948.300494437628
input-data-passengers-03,300,120,4,161357,481435,2728,0,4,1543.03418719267
input-data-passengers-03,150,120,5,199174,467108,3070,0,5,767.88247515279
input-data-passengers-03,180,120,5,199249,481498,3006,0,5,1215.06903011162
input-data-passengers-03,210,120,5,199220,495778,2995,0,5,1168.05847827574
input-data-passengers-03,240,120,5,199223,510090,3030,0,5,1303.95377152677
input-data-passengers-03,270,120,5,199223,524402,2986,0,5,822.758472489093
input-data-passengers-03,300,120,5,199220,538713,2913,0,5,1375.72881557955
input-data-passengers-03,150,120,6,283695,508759,3010,0,6,1727.79913717526
input-data-passengers-03,180,120,6,283721,523149,3118,0,6,992.402619377116
input-data-passengers-03,210,120,6,283692,537484,3048,0,6,1334.59012308536
input-data-passengers-03,240,120,6,283693,551857,2951,0,6,1407.95903559368
input-data-passengers-03,270,120,6,283689,566224,3061,0,6,1263.09453261931
input-data-passengers-03,300,120,6,283329,580229,3057,0,6,1444.48459543467
input-data-passengers-03,150,120,7,265083,516371,3420,0,7,678.613487436642
input-data-passengers-03,180,120,7,265110,532691,3429,0,7,937.41366381652
input-data-passengers-03,210,120,7,265083,549005,3487,0,7,975.483654283764
input-data-passengers-03,240,120,7,265083,565335,3442,0,7,1475.19064788425
input-data-passengers-03,270,120,7,265086,581646,3470,0,7,1344.82288886284
input-data-passengers-03,300,120,7,265111,598004,3503,0,7,1051.86758371539
input-data-passengers-03,150,120,8,306534,515435,3493,0,8,949.905044648022
input-data-passengers-03,180,120,8,306561,531599,3402,0,8,656.048749482027
input-data-passengers-03,210,120,8,306534,547756,3498,0,8,1157.6777172387
input-data-passengers-03,240,120,8,306532,563931,3458,0,8,1160.69720472312
input-data-passengers-03,270,120,8,306532,580097,3438,0,8,1108.75278556716
input-data-passengers-03,300,120,8,306560,596285,3364,0,8,1081.42242096476
input-data-passengers-03,150,120,9,347095,513498,3326,0,9,978.122660323685
input-data-passengers-03,180,120,9,347121,529699,3407,0,9,1214.99267107298
input-data-passengers-03,210,120,9,347095,545889,3462,0,9,870.609258483743
input-data-passengers-03,240,120,9,347092,562093,3377,0,9,749.934893325644
input-data-passengers-03,270,120,9,346681,577875,3462,0,9,1148.4114817828
input-data-passengers-03,300,120,9,347121,594498,3514,0,9,921.506619775122
input-data-passengers-03,150,120,10,389109,514165,3431,0,10,769.395821698629
input-data-passengers-03,180,120,10,389136,530466,3412,0,10,849.64701070467
input-data-passengers-03,210,120,10,389106,546739,3545,0,10,636.889427034805
input-data-passengers-03,240,120,10,389107,563022,3435,0,10,850.078268359501
input-data-passengers-03,270,120,10,389110,579314,3409,0,10,850.486910382478
input-data-passengers-03,300,120,10,389132,595597,3460,0,10,861.191155536483
input-data-passengers-03,150,120,11,414097,541062,3693,0,11,764.068646158326
input-data-passengers-03,180,120,11,414124,558682,3676,0,11,815.173117621614
input-data-passengers-03,210,120,11,420663,581507,3756,0,11,722.326861387706
input-data-passengers-03,240,120,11,414089,593819,3809,0,11,810.573232040558
input-data-passengers-03,270,120,11,414093,611403,3725,0,11,932.756626613665
input-data-passengers-03,300,120,11,419737,633905,3783,0,11,787.990813939638
input-data-passengers-03,150,120,12,440750,571554,4024,0,12,827.226738931223
input-data-passengers-03,180,120,12,442163,591778,3898,0,12,687.981503251649
input-data-passengers-03,210,120,12,442088,610596,3997,0,12,763.892262077007
input-data-passengers-03,240,120,12,442137,629591,3992,0,12,763.817639414328
input-data-passengers-03,270,120,12,440751,647258,3988,0,12,808.788385714703
input-data-passengers-03,300,120,12,441552,666873,3974,0,12,777.857459581506
input-data-passengers-03,150,120,13,454879,588665,4191,0,13,650.430968695305
input-data-passengers-03,180,120,13,453937,607024,4276,0,13,723.877472418469
input-data-passengers-03,210,120,13,456363,630655,4362,0,13,657.374040754795
input-data-passengers-03,240,120,13,455784,649575,4361,0,13,662.831618947591
input-data-passengers-03,270,120,13,455655,669731,4303,0,13,672.828193680493
input-data-passengers-03,300,120,13,451167,685056,4333,0,13,700.58565495644
input-data-passengers-03,150,120,14,263707,406518,4523,0,14,729.544378379614
input-data-passengers-03,180,120,14,272443,436346,4704,0,14,689.046925174873
input-data-passengers-03,210,120,14,264966,450770,4725,0,14,718.199425465684
input-data-passengers-03,240,120,14,265461,472972,4599,0,14,649.171857573504
input-data-passengers-03,270,120,14,257292,486668,4584,0,14,783.756063663654
input-data-passengers-03,300,120,14,279606,528692,4560,0,14,688.899500045441
input-data-passengers-03,150,120,15,241710,346994,4613,0,15,596.395265648045
input-data-passengers-03,180,120,15,239068,366050,4547,0,15,539.001009357605
input-data-passengers-03,210,120,15,233721,382149,4567,0,15,540.38723109371
input-data-passengers-03,240,120,15,233066,403236,4730,0,15,571.188997973771
input-data-passengers-03,270,120,15,232803,424339,4684,0,15,550.647016126121
input-data-passengers-03,300,120,15,240453,453799,4612,0,15,624.950813141553
input-data-passengers-03,150,120,16,265514,339156,4560,0,16,496.675066222886
input-data-passengers-03,180,120,16,265365,360554,4739,0,16,544.200179654326
input-data-passengers-03,210,120,16,265312,382216,4628,0,16,509.249915026143
input-data-passengers-03,240,120,16,265192,403673,4725,0,16,500.335494354022
input-data-passengers-03,270,120,16,265560,425297,4613,0,16,504.046051711332
input-data-passengers-03,300,120,16,265281,447772,4578,0,16,535.869220100753
input-data-passengers-03,150,120,17,265073,332415,4709,0,17,500.878538039545
input-data-passengers-03,180,120,17,265422,354349,4618,0,17,480.204351691237
input-data-passengers-03,210,120,17,265737,376316,4551,0,17,530.344188595787
input-data-passengers-03,240,120,17,265442,398072,4644,0,17,487.968974998654
input-data-passengers-03,270,120,17,265373,420017,4592,0,17,505.818111152311
input-data-passengers-03,300,120,17,265481,441887,4558,0,17,500.284243143988
input-data-passengers-03,150,120,18,265512,332494,4702,0,18,513.635533600086
input-data-passengers-03,180,120,18,265559,354434,4651,0,18,492.735425357383
input-data-passengers-03,210,120,18,265480,376301,4512,0,18,482.810305259466
input-data-passengers-03,240,120,18,265165,398143,4553,0,18,508.777137988979
input-data-passengers-03,270,120,18,265457,420041,4686,0,18,503.150398264408
input-data-passengers-03,300,120,18,265501,441905,4693,0,18,498.893550748464
input-data-passengers-03,150,120,19,265150,332532,4646,0,19,478.667315099636
input-data-passengers-03,180,120,19,265300,354423,4610,0,19,500.246642499215
input-data-passengers-03,210,120,19,265151,376205,4598,0,19,498.197492880732
input-data-passengers-03,240,120,19,265655,398190,4709,0,19,506.21680876915
input-data-passengers-03,270,120,19,265388,419969,4586,0,19,496.137983754428
input-data-passengers-03,300,120,19,265373,441814,4594,0,19,499.607205991275
input-data-passengers-03,150,120,20,265190,332463,4542,0,20,484.446331876896
