q;freq;tramcnt;delay;punctuality;serviced;congestion;highLatenessTrams;total_waiting_time
150;120;1;50337;328248;10918;0;1;0
180;120;1;50337;337733;10843;0;1;0
210;120;1;50336;347280;10910;0;1;0
240;120;1;50337;356768;10944;0;1;0
270;120;1;50337;366272;10691;0;1;0
300;120;1;50336;375786;10755;0;1;0
150;120;2;94028;325265;10852;0;2;0
180;120;2;94029;334582;10922;0;2;0
210;120;2;94029;343941;10830;0;2;0
240;120;2;94029;353268;10970;0;2;0
270;120;2;94029;362636;10683;0;2;0
300;120;2;94029;371984;10709;0;2;0
150;120;3;130553;359436;12168;0;3;0
150;180;11;144472;192569;17471;0;11;0
180;180;11;144735;201140;17445;0;11;0
210;180;11;144658;215803;17326;0;11;0
240;180;11;144713;230488;17334;0;11;0
270;180;11;144701;245167;17153;0;11;0
180;210;5;92637;318305;15050;0;5;0
210;210;5;92638;330859;14781;0;5;0
240;210;5;92642;343549;15010;0;5;0
270;210;5;92635;356248;15018;0;5;0
300;210;5;92637;368915;14976;0;5;0
150;210;6;92650;262445;14850;0;6;0
180;210;6;92599;274942;14865;0;6;0
210;210;6;92657;287517;14946;0;6;0
240;210;6;92659;300132;15029;0;6;0
270;210;6;92770;312917;14826;0;6;0
300;210;6;92692;325468;14822;0;6;0
150;210;7;92672;219845;14799;0;7;0
180;210;7;92656;232308;15032;0;7;0
210;210;7;92659;244772;14885;0;7;0
240;210;7;92658;257320;14944;0;7;0
270;210;7;92655;269958;14759;0;7;0
300;300;9;0;120847;10549;0;9;0
150;300;10;0;97895;10501;0;10;0
180;300;10;0;102481;10412;0;10;0
210;300;10;0;107071;10575;0;10;0
240;300;10;22;111665;10512;0;10;0
270;300;10;0;116258;10606;0;10;0
300;300;10;0;120847;10483;0;10;0
150;300;11;0;97895;10617;0;11;0
180;300;11;0;102484;10590;0;11;0
210;300;11;0;107076;10497;0;11;0
240;300;11;26;111666;10361;0;11;0
270;300;11;0;116259;10360;0;11;0
300;300;11;0;120846;10572;0;11;0
150;300;12;0;97903;10500;0;12;0
180;300;12;0;102484;10574;0;12;0
210;300;12;0;107072;10620;0;12;0
150;390;11;0;65721;8404;0;11;0
180;390;11;0;69322;8391;0;11;0
210;390;11;0;72920;8241;0;11;0
240;390;11;0;76522;8199;0;11;0
270;390;11;0;80120;8165;0;11;0
300;510;1;0;177068;6414;0;1;0
150;510;2;0;95390;6320;0;2;0
180;510;2;0;101168;6311;0;2;0
210;510;2;0;106995;6285;0;2;0
240;510;2;0;112784;6372;0;2;0
270;510;2;0;118564;6437;0;2;0
300;510;2;0;124366;6400;0;2;0
150;510;3;0;48784;6435;0;3;0
180;510;3;0;54154;6518;0;3;0
210;510;3;0;59536;6430;0;3;0
240;510;3;0;64957;6547;0;3;0
270;510;3;0;70343;6256;0;3;0
300;510;3;0;75777;6566;0;3;0
150;510;4;0;40369;6604;0;4;0
180;510;4;0;43189;6402;0;4;0
210;510;4;0;46008;6410;0;4;0
240;600;14;0;34982;5430;0;14;0
270;600;14;0;37414;5223;0;14;0
300;600;14;0;39842;5475;0;14;0
150;600;15;0;27694;5461;0;15;0
180;600;15;0;30120;5581;0;15;0
210;600;15;0;32551;5513;0;15;0
240;600;15;0;34982;5479;0;15;0
270;600;15;0;37414;5404;0;15;0
300;600;15;0;39844;5514;0;15;0
150;600;16;0;27695;5644;0;16;0
180;600;16;0;30122;5395;0;16;0
210;600;16;0;32550;5557;0;16;0
240;600;16;0;34983;5507;0;16;0
270;600;16;0;37413;5563;0;16;0
300;600;16;0;39842;5512;0;16;0
150;600;17;0;27690;5489;0;17;0
180;600;17;0;30124;5371;0;17;0
210;600;17;0;32552;5466;0;17;0
240;600;17;0;34982;5482;0;17;0
270;600;17;0;37408;5543;0;17;0
300;600;17;0;39839;5424;0;17;0
150;600;18;0;27689;5443;0;18;0
180;600;18;0;30120;5471;0;18;0
210;600;18;0;32553;5553;0;18;0
240;600;18;0;34985;5500;0;18;0
270;600;18;0;37413;5386;0;18;0
300;600;18;0;39843;5416;0;18;0
150;600;19;0;27689;5404;0;19;0
180;600;19;0;30124;5455;0;19;0
210;600;19;0;32554;5459;0;19;0
240;600;19;0;34981;5540;0;19;0
270;600;19;0;37410;5464;0;19;0
300;600;19;0;39843;5536;0;19;0
150;600;20;0;27689;5461;0;20;0
180;600;20;0;30121;5554;0;20;0
210;600;20;0;32549;5584;0;20;0
240;600;20;0;34981;5513;0;20;0
270;600;20;0;37413;5422;0;20;0
300;600;20;0;39841;5524;0;20;0
150;630;1;0;114630;5246;0;1;0
180;630;1;0;119456;5255;0;1;0
210;630;1;0;124301;5182;0;1;0
240;630;1;0;129127;5230;0;1;0
270;630;1;0;133942;5304;0;1;0
300;630;1;0;138783;5254;0;1;0
150;630;2;0;61924;5223;0;2;0
180;630;2;0;66753;5152;0;2;0
210;630;2;0;71569;5299;0;2;0
240;630;2;0;76402;5270;0;2;0
270;630;2;0;81246;5322;0;2;0
300;630;2;0;86076;5357;0;2;0
150;630;3;0;24893;5261;0;3;0
180;630;3;0;27266;5296;0;3;0
210;630;3;0;29640;5115;0;3;0
240;630;3;0;32050;5241;0;3;0
270;630;3;0;34471;5160;0;3;0
300;630;3;0;37456;5281;0;3;0
150;630;4;0;24766;5376;0;4;0
180;630;4;0;27110;5226;0;4;0
210;630;4;0;29450;5271;0;4;0
240;630;4;0;31786;5293;0;4;0
270;630;4;0;34128;5329;0;4;0
300;630;4;0;36468;5203;0;4;0
150;630;5;0;24768;5126;0;5;0
180;630;5;0;27108;5372;0;5;0
210;630;5;0;29445;5261;0;5;0
240;630;5;0;31790;5276;0;5;0
270;630;5;0;34132;5418;0;5;0
300;630;5;0;36468;5351;0;5;0
150;630;6;0;24766;5123;0;6;0
180;630;6;0;27108;5188;0;6;0
210;630;6;0;29451;5379;0;6;0
240;630;6;0;31788;5374;0;6;0
270;630;6;0;34128;5267;0;6;0
300;630;6;0;36466;5254;0;6;0
150;630;7;0;24771;5228;0;7;0
180;630;7;0;27106;5357;0;7;0
210;630;7;0;29448;5243;0;7;0
240;630;7;0;31784;5170;0;7;0
270;630;7;0;34125;5288;0;7;0
180;150;7;247522;514467;19124;0;7;0
210;150;7;247514;530483;19230;0;7;0
240;150;7;247860;546844;19373;0;7;0
270;150;7;247637;562523;19387;0;7;0
300;150;7;248742;580028;19533;0;7;0
150;150;8;288600;496995;19330;0;8;0
180;150;8;287041;511544;19017;0;8;0
210;150;8;287042;527675;19349;0;8;0
240;150;8;287520;544110;19660;0;8;0
270;150;8;287063;559660;19277;0;8;0
300;150;8;287513;576188;19043;0;8;0
150;150;9;322240;488120;19515;0;9;0
180;150;9;321241;503098;19358;0;9;0
210;150;9;323457;521633;19369;0;9;0
240;150;9;323072;537369;19385;0;9;0
270;150;9;323237;553185;19077;0;9;0
300;150;9;323021;569175;19276;0;9;0
150;150;10;356589;480248;19086;0;10;0
180;150;10;357446;497080;19006;0;10;0
210;150;10;356579;512579;19332;0;10;0
240;150;10;357090;529311;19305;0;10;0
270;150;10;357105;544748;19466;0;10;0
300;150;10;356567;561004;19082;0;10;0
150;150;11;220782;343783;20728;0;11;0
180;150;11;215320;355943;20694;0;11;0
210;150;11;233842;389210;20450;0;11;0
240;150;11;251885;425271;20579;0;11;0
270;150;11;254353;442968;20575;0;11;0
300;150;11;210646;420024;20789;0;11;0
150;150;12;211723;296568;20945;0;12;0
180;150;12;211478;314009;20978;0;12;0
210;150;12;211922;331793;20533;0;12;0
300;240;19;75249;163330;13161;0;19;0
150;240;20;75211;133001;13271;0;20;0
180;240;20;75114;138665;13081;0;20;0
210;240;20;75120;144338;13087;0;20;0
240;240;20;75115;150006;13124;0;20;0
270;240;20;75192;157717;13081;0;20;0
300;240;20;75221;163332;13293;0;20;0
150;270;1;38478;316390;10745;0;1;0
180;270;1;38477;325870;10623;0;1;0
210;270;1;38478;335393;10700;0;1;0
240;270;1;38478;344910;10650;0;1;0
270;270;1;38476;354463;10812;0;1;0
300;270;1;38477;363928;10882;0;1;0
150;270;2;77968;309213;10758;0;2;0
180;270;2;77969;318523;10856;0;2;0
210;270;2;77970;327880;11020;0;2;0
240;270;2;77970;337201;10704;0;2;0
270;270;2;77970;346568;10894;0;2;0
300;270;2;77970;355899;10817;0;2;0
150;270;3;60091;265321;11581;0;3;0
180;270;3;60090;275293;11651;0;3;0
210;270;3;60089;285172;11701;0;3;0
240;270;3;60198;295235;11938;0;3;0
270;270;3;60090;305045;11576;0;3;0
300;270;3;60091;314977;11744;0;3;0
150;270;4;60090;221204;11807;0;4;0
180;270;4;60089;231033;11646;0;4;0
210;270;4;60114;240944;11704;0;4;0
240;270;4;60152;250910;11600;0;4;0
270;270;4;60091;260767;11698;0;4;0
300;270;4;60091;270666;11527;0;4;0
150;270;5;60091;178041;11524;0;5;0
180;270;5;60091;187825;11699;0;5;0
210;270;5;60055;197533;11644;0;5;0
240;270;5;60090;207333;11623;0;5;0
270;270;5;60091;217146;11891;0;5;0
300;270;5;60090;227014;11785;0;5;0
150;270;6;60124;136683;11811;0;6;0
180;270;6;60117;146145;11657;0;6;0
210;270;6;60146;155646;11388;0;6;0
240;270;6;60124;165252;11692;0;6;0
270;270;6;60121;174867;11750;0;6;0
300;270;6;60119;184681;11761;0;6;0
150;270;7;60119;113497;11611;0;7;0
180;270;7;60121;118569;11685;0;7;0
210;270;7;60146;123654;11768;0;7;0
240;270;7;60119;129498;11689;0;7;0
270;270;7;60118;136517;11706;0;7;0
300;270;7;60149;146386;11625;0;7;0
150;270;8;60124;113499;11705;0;8;0
180;270;8;60121;118566;11626;0;8;0
210;270;8;60144;123638;11792;0;8;0
240;270;8;60121;128707;11543;0;8;0
270;270;8;60123;133777;11642;0;8;0
300;270;8;60122;139594;11578;0;8;0
150;270;9;60120;113496;11557;0;9;0
180;270;9;60122;118568;11776;0;9;0
210;270;9;60143;123638;11626;0;9;0
240;270;9;60124;128709;11547;0;9;0
270;270;9;60153;133772;11747;0;9;0
300;270;9;60119;141603;11492;0;9;0
150;270;10;60157;113493;11613;0;10;0
180;270;10;60152;118569;11604;0;10;0
210;270;10;60144;123636;11746;0;10;0
240;270;10;60230;128711;11820;0;10;0
270;270;10;60157;133776;11851;0;10;0
300;270;10;60119;141731;11640;0;10;0
150;270;11;60126;113502;11565;0;11;0
180;270;11;60118;118567;11361;0;11;0
210;270;11;60149;123637;11626;0;11;0
240;270;11;60153;128701;11532;0;11;0
270;270;11;60053;133776;11717;0;11;0
300;270;11;60125;139603;11570;0;11;0
150;270;12;60117;113495;11690;0;12;0
180;270;12;60165;118565;11658;0;12;0
210;270;12;60180;123633;11630;0;12;0
240;270;12;60120;128704;11604;0;12;0
270;270;12;60123;133775;11572;0;12;0
300;270;12;60119;139600;11814;0;12;0
150;270;13;60122;113495;11688;0;13;0
180;270;13;60121;118565;11699;0;13;0
210;270;13;60144;123638;11785;0;13;0
240;270;13;60123;128708;11653;0;13;0
270;270;13;60119;133778;11798;0;13;0
300;270;13;60117;139596;11581;0;13;0
150;270;14;60119;113499;11782;0;14;0
180;270;14;60155;118560;11857;0;14;0
210;270;14;60253;123640;11726;0;14;0
240;270;14;60164;128706;11645;0;14;0
270;270;14;60117;133778;11659;0;14;0
300;270;14;60119;140345;11727;0;14;0
150;270;15;60119;113495;11572;0;15;0
180;270;15;60119;118566;11673;0;15;0
210;270;15;60142;123640;11660;0;15;0
240;270;15;60118;128707;11766;0;15;0
270;270;15;60116;133777;11697;0;15;0
240;180;8;143575;341620;17506;0;8;0
270;180;8;143698;356262;17444;0;8;0
300;180;8;143725;370929;17407;0;8;0
150;180;9;143626;255906;17271;0;9;0
180;180;9;143714;270324;17269;0;9;0
210;180;9;143623;284965;17473;0;9;0
240;180;9;143579;299527;17218;0;9;0
270;180;9;143691;314415;17186;0;9;0
300;180;9;143658;328827;17003;0;9;0
150;180;10;145359;216014;17578;0;10;0
180;180;10;144471;229656;17283;0;10;0
210;180;10;144757;244485;17253;0;10;0
240;180;10;144989;259266;17530;0;10;0
270;180;10;144869;273926;17414;0;10;0
300;180;10;145273;288750;17158;0;10;0
180;90;15;567313;741482;27248;0;15;0
210;90;15;563795;762664;27372;0;15;0
240;90;15;555498;780020;27924;0;15;0
270;90;15;566125;810850;27504;0;15;0
300;90;15;559836;829286;27378;0;15;0
150;90;16;587368;746809;29105;0;16;0
180;90;16;590026;774399;29178;0;16;0
210;90;16;585938;793968;28775;0;16;0
240;90;16;587179;822942;29361;0;16;0
270;90;16;582113;842453;29513;0;16;0
300;90;16;582456;866101;28750;0;16;0
150;90;17;604718;773831;30961;0;17;0
180;90;17;604159;798194;31056;0;17;0
210;90;17;601147;821359;30805;0;17;0
240;90;17;584299;831763;30702;0;17;0
270;90;17;599561;871709;30788;0;17;0
240;180;14;144478;229242;17300;0;14;0
270;180;14;144545;228450;17388;0;14;0
300;180;14;144834;258644;17123;0;14;0
150;180;15;144564;192447;17236;0;15;0
180;180;15;144478;199901;17337;0;15;0
210;180;15;144474;210997;17336;0;15;0
240;180;15;144477;222101;17212;0;15;0
270;180;15;144525;243920;17341;0;15;0
300;180;15;144556;231299;17252;0;15;0
150;180;16;144642;192470;17606;0;16;0
180;180;16;144445;199907;17400;0;16;0
210;180;16;144494;214585;17261;0;16;0
240;180;16;144504;229253;17302;0;16;0
270;180;16;144534;243921;17352;0;16;0
300;180;16;144617;231313;17287;0;16;0
150;180;17;144668;192464;17359;0;17;0
180;210;13;93673;164822;15415;0;13;0
210;210;13;93931;171260;15048;0;13;0
240;210;13;93739;179572;15004;0;13;0
270;210;13;93720;196581;14930;0;13;0
300;210;13;93781;209211;15101;0;13;0
150;210;14;94035;158365;14983;0;14;0
180;210;14;93949;164806;15064;0;14;0
210;210;14;94015;171260;14709;0;14;0
240;210;14;93895;179569;14949;0;14;0
270;210;14;93926;196583;14973;0;14;0
300;210;14;93772;209221;15120;0;14;0
150;210;15;93925;158359;14812;0;15;0
180;210;15;93900;164810;14888;0;15;0
210;210;15;93677;171322;14865;0;15;0
240;210;15;93923;180139;15059;0;15;0
270;210;15;93820;196587;14891;0;15;0
300;210;15;93893;196194;15001;0;15;0
150;210;16;93958;158363;14782;0;16;0
180;210;16;93900;164810;15003;0;16;0
210;210;16;93892;171257;15000;0;16;0
240;210;16;93757;183953;14950;0;16;0
270;210;16;93807;187887;14947;0;16;0
300;210;16;93948;204291;14699;0;16;0
150;210;17;93949;158373;15135;0;17;0
180;210;17;93921;164812;15074;0;17;0
210;210;17;93702;171318;15040;0;17;0
240;210;17;93797;183956;15042;0;17;0
270;210;17;93894;191002;14961;0;17;0
300;210;17;93799;209206;15020;0;17;0
150;210;18;93914;158358;14739;0;18;0
180;210;18;93811;164813;14794;0;18;0
210;210;18;93901;171260;14944;0;18;0
240;210;18;93888;181129;15069;0;18;0
270;210;18;93849;191002;14943;0;18;0
300;210;18;93889;209214;15024;0;18;0
150;210;19;93807;158361;14793;0;19;0
180;210;19;94037;164842;15101;0;19;0
210;210;19;93805;171321;14752;0;19;0
240;210;19;93988;180707;15107;0;19;0
270;210;19;93859;196577;14846;0;19;0
300;210;19;93931;199611;15052;0;19;0
150;210;20;93847;158369;14992;0;20;0
180;210;20;93787;164843;14976;0;20;0
210;210;20;93963;171259;15132;0;20;0
240;210;20;93708;182269;15075;0;20;0
270;210;20;93741;195555;14855;0;20;0
300;210;20;93814;207709;15243;0;20;0
150;240;1;41328;319222;10785;0;1;0
180;750;11;0;16051;4444;0;11;0
210;750;11;0;18062;4402;0;11;0
240;750;11;0;20070;4422;0;11;0
270;750;11;0;22081;4458;0;11;0
300;750;11;0;24091;4609;0;11;0
150;750;12;0;14042;4404;0;12;0
180;750;12;0;16049;4368;0;12;0
210;750;12;0;18060;4515;0;12;0
240;750;12;0;20073;4443;0;12;0
270;750;12;0;22081;4393;0;12;0
300;750;12;0;24092;4498;0;12;0
150;750;13;0;14044;4508;0;13;0
180;750;13;0;16056;4414;0;13;0
210;750;13;0;18062;4397;0;13;0
240;750;13;0;20071;4505;0;13;0
270;750;13;0;22080;4395;0;13;0
300;750;13;0;24088;4518;0;13;0
150;750;14;0;14042;4472;0;14;0
180;750;14;0;16050;4458;0;14;0
210;750;14;0;18062;4487;0;14;0
240;750;14;0;20068;4486;0;14;0
270;750;14;0;22084;4383;0;14;0
300;750;14;0;24091;4512;0;14;0
150;750;15;0;14040;4516;0;15;0
180;750;15;0;16050;4468;0;15;0
210;750;15;0;18059;4431;0;15;0
240;750;15;0;20074;4622;0;15;0
270;750;15;0;22083;4465;0;15;0
300;750;15;0;24091;4504;0;15;0
150;750;16;0;14041;4500;0;16;0
180;750;16;0;16051;4499;0;16;0
210;750;16;0;18060;4490;0;16;0
240;750;16;0;20071;4492;0;16;0
270;750;16;0;22080;4330;0;16;0
300;750;16;0;24090;4509;0;16;0
150;750;17;0;14040;4544;0;17;0
180;750;17;0;16052;4518;0;17;0
210;750;17;0;18063;4452;0;17;0
240;750;17;0;20073;4536;0;17;0
270;750;17;0;22081;4480;0;17;0
300;750;17;0;24093;4428;0;17;0
150;750;18;0;14040;4477;0;18;0
180;750;18;0;16049;4498;0;18;0
210;750;18;0;18059;4329;0;18;0
240;750;18;0;20071;4497;0;18;0
270;750;18;0;22082;4381;0;18;0
300;750;18;0;24091;4545;0;18;0
150;750;19;0;14043;4544;0;19;0
180;750;19;0;16053;4523;0;19;0
210;750;19;0;18060;4384;0;19;0
240;750;19;0;20071;4546;0;19;0
270;750;19;0;22079;4531;0;19;0
300;750;19;0;24090;4471;0;19;0
150;750;20;0;14038;4430;0;20;0
180;750;20;0;16050;4435;0;20;0
210;750;20;0;18060;4288;0;20;0
240;750;20;0;20071;4509;0;20;0
270;750;20;0;22080;4425;0;20;0
300;750;20;0;24092;4441;0;20;0
150;780;1;0;87427;4340;0;1;0
180;780;1;0;91468;4361;0;1;0
210;780;1;0;95511;4264;0;1;0
240;780;1;0;99557;4269;0;1;0
270;780;1;0;103620;4399;0;1;0
300;780;1;0;107673;4360;0;1;0
150;780;2;0;34683;4313;0;2;0
180;780;2;0;38751;4260;0;2;0
210;780;2;0;42805;4356;0;2;0
240;780;2;0;46844;4222;0;2;0
270;780;2;0;50915;4414;0;2;0
300;780;2;0;54948;4260;0;2;0
150;780;3;0;12129;4421;0;3;0
180;780;3;0;14109;4405;0;3;0
210;780;3;0;16087;4461;0;3;0
240;780;3;0;18077;4363;0;3;0
270;780;3;0;20087;4336;0;3;0
300;780;3;0;22111;4361;0;3;0
150;780;4;0;12091;4380;0;4;0
180;780;4;0;14040;4250;0;4;0
210;780;4;0;15991;4401;0;4;0
240;780;4;0;17940;4394;0;4;0
270;780;4;0;19890;4345;0;4;0
300;780;4;0;21839;4472;0;4;0
150;780;5;0;12092;4271;0;5;0
180;780;5;0;14041;4292;0;5;0
210;780;5;0;15991;4444;0;5;0
240;780;5;0;17939;4413;0;5;0
270;780;5;0;19890;4292;0;5;0
300;780;5;0;21842;4361;0;5;0
150;780;6;0;12093;4266;0;6;0
180;780;6;0;14041;4306;0;6;0
210;780;6;0;15990;4323;0;6;0
240;780;6;0;17944;4351;0;6;0
270;780;6;0;19891;4443;0;6;0
300;780;6;0;21845;4362;0;6;0
150;780;7;0;12094;4352;0;7;0
180;780;7;0;14044;4353;0;7;0
210;780;7;0;15990;4299;0;7;0
240;780;7;0;17940;4487;0;7;0
270;780;7;0;19890;4297;0;7;0
300;780;7;0;21839;4352;0;7;0
150;780;8;0;12093;4307;0;8;0
180;780;8;0;14042;4239;0;8;0
210;780;8;0;15991;4285;0;8;0
240;780;8;0;17941;4312;0;8;0
270;780;8;0;19891;4381;0;8;0
300;780;8;0;21842;4248;0;8;0
150;780;9;0;12091;4295;0;9;0
180;780;9;0;14042;4329;0;9;0
210;780;9;0;15990;4302;0;9;0
240;780;9;0;17944;4281;0;9;0
270;780;9;0;19892;4402;0;9;0
300;780;9;0;21839;4433;0;9;0
150;780;10;0;12091;4264;0;10;0
180;780;10;0;14043;4245;0;10;0
210;780;10;0;15994;4357;0;10;0
240;780;10;0;17940;4388;0;10;0
270;780;10;0;19891;4284;0;10;0
300;780;10;0;21845;4453;0;10;0
150;780;11;0;12089;4346;0;11;0
180;780;11;0;14038;4268;0;11;0
210;780;11;0;15991;4355;0;11;0
240;780;11;0;17940;4291;0;11;0
270;780;11;0;19894;4352;0;11;0
300;780;11;0;21846;4278;0;11;0
150;780;12;0;12090;4314;0;12;0
180;780;12;0;14040;4285;0;12;0
210;780;12;0;15990;4439;0;12;0
240;780;12;0;17943;4402;0;12;0
270;780;12;0;19891;4295;0;12;0
300;780;12;0;21844;4389;0;12;0
150;780;13;0;12092;4394;0;13;0
180;780;13;0;14039;4419;0;13;0
210;780;13;0;15990;4412;0;13;0
240;780;13;0;17943;4463;0;13;0
270;780;13;0;19893;4392;0;13;0
300;780;13;0;21841;4404;0;13;0
150;780;14;0;12090;4368;0;14;0
180;780;14;0;14044;4385;0;14;0
210;780;14;0;15993;4360;0;14;0
240;780;14;0;17940;4404;0;14;0
270;780;14;0;19891;4355;0;14;0
300;780;14;0;21842;4378;0;14;0
150;780;15;0;12090;4310;0;15;0
300;270;15;60121;139592;11589;0;15;0
150;270;16;60121;113494;11603;0;16;0
180;270;16;60121;118570;11852;0;16;0
210;270;16;60144;123637;11765;0;16;0
240;270;16;60121;128706;11625;0;16;0
270;270;16;60156;133780;11661;0;16;0
300;270;16;60122;139596;11635;0;16;0
150;270;17;60123;113499;11598;0;17;0
180;270;17;60153;118565;11611;0;17;0
210;270;17;60141;123639;11761;0;17;0
240;270;17;60122;128710;11825;0;17;0
270;270;17;60119;133774;11531;0;17;0
300;270;17;60121;140971;11622;0;17;0
150;270;18;60119;113499;11668;0;18;0
180;270;18;60146;118567;11781;0;18;0
210;270;18;60224;123635;11703;0;18;0
240;270;18;60120;128706;11616;0;18;0
270;270;18;60124;133771;11583;0;18;0
300;270;18;60116;140346;11853;0;18;0
150;270;19;60123;113492;11662;0;19;0
180;270;19;60229;118570;11823;0;19;0
210;270;19;60139;123637;11789;0;19;0
240;270;19;60115;128707;11762;0;19;0
270;270;19;60119;133777;11638;0;19;0
300;270;19;60123;139595;11602;0;19;0
150;270;20;60121;113499;11666;0;20;0
180;270;20;60122;118566;11653;0;20;0
210;270;20;60141;123634;11536;0;20;0
240;270;20;60125;128702;11599;0;20;0
270;270;20;60122;133777;11717;0;20;0
300;270;20;60213;143617;11730;0;20;0
300;90;1;52737;378189;10801;0;1;0
150;90;2;96512;327732;10828;0;2;0
180;90;2;96459;337020;10892;0;2;0
210;90;2;96459;346341;10796;0;2;0
240;90;2;96459;355707;10842;0;2;0
270;90;2;96459;365041;10728;0;2;0
300;90;2;96457;374435;10900;0;2;0
150;90;3;135470;364421;12364;0;3;0
180;90;3;135470;374848;12213;0;3;0
210;90;3;135505;385294;12138;0;3;0
240;90;3;135517;395788;12340;0;3;0
270;90;3;135535;406246;12297;0;3;0
300;90;3;135470;416586;12427;0;3;0
150;90;4;170307;428319;14904;0;4;0
180;90;4;170361;440885;14825;0;4;0
210;90;4;170309;453381;14709;0;4;0
180;120;11;418727;562086;20569;0;11;0
210;120;11;418909;578627;20972;0;11;0
240;120;11;417621;598328;20911;0;11;0
270;120;11;416465;613203;20809;0;11;0
300;120;11;416968;631220;20804;0;11;0
150;120;12;440308;570988;22629;0;12;0
180;120;12;441455;591493;22313;0;12;0
210;120;12;440386;606730;22137;0;12;0
240;120;12;436871;626403;22718;0;12;0
270;120;12;438294;644595;22368;0;12;0
300;120;12;438097;663660;22530;0;12;0
150;120;13;450791;585639;23777;0;13;0
180;120;13;450352;606020;23893;0;13;0
210;120;13;448824;625249;24009;0;13;0
240;120;13;451260;645279;23718;0;13;0
270;120;13;452898;668855;23871;0;13;0
300;120;13;452040;687462;23639;0;13;0
150;120;14;315164;454522;25374;0;14;0
180;120;14;294406;456255;25471;0;14;0
210;120;14;299350;484295;25479;0;14;0
240;120;14;286691;493173;25539;0;14;0
270;120;14;316899;541946;25148;0;14;0
300;120;14;297739;547260;25844;0;14;0
150;120;15;230544;337489;26014;0;15;0
180;120;15;233484;361572;25616;0;15;0
210;120;15;233335;383580;25882;0;15;0
240;120;15;231844;403937;25838;0;15;0
270;120;15;231259;423980;25806;0;15;0
300;120;15;231546;446529;26039;0;15;0
150;120;16;265120;340053;25836;0;16;0
180;120;16;265239;361748;25880;0;16;0
210;120;16;265248;382906;25771;0;16;0
240;120;16;265071;405866;26046;0;16;0
270;120;16;265310;426980;26024;0;16;0
300;120;16;265326;448192;25852;0;16;0
150;120;17;265129;332463;25908;0;17;0
180;120;17;265413;354399;25993;0;17;0
210;120;17;265389;376259;25723;0;17;0
240;120;17;265310;398111;25528;0;17;0
270;120;17;265111;419943;25779;0;17;0
300;120;17;265632;441918;25955;0;17;0
150;120;18;264907;332448;25647;0;18;0
180;120;18;265445;354373;26053;0;18;0
210;120;18;265218;376218;25856;0;18;0
240;120;18;265559;398110;25870;0;18;0
270;120;18;265082;419930;25857;0;18;0
300;120;18;265166;441830;25652;0;18;0
150;120;19;265011;332418;25725;0;19;0
180;120;19;265162;354394;25849;0;19;0
210;120;19;265406;376209;25721;0;19;0
240;120;19;265482;398111;26045;0;19;0
270;120;19;265313;419904;25970;0;19;0
300;120;19;265068;441820;25537;0;19;0
150;120;20;265289;332479;25875;0;20;0
180;120;20;265030;354348;25857;0;20;0
210;120;20;265187;376215;25622;0;20;0
240;120;20;265130;398051;25549;0;20;0
270;120;20;265501;419949;25997;0;20;0
300;120;20;265391;441839;25615;0;20;0
150;150;1;47616;325519;10786;0;1;0
180;150;1;47617;334984;10462;0;1;0
210;150;1;47617;344572;10802;0;1;0
240;150;1;47616;354052;10844;0;1;0
270;150;1;47617;363559;10727;0;1;0
300;150;1;47617;373104;10791;0;1;0
150;150;2;91291;322559;11037;0;2;0
180;150;2;91291;331888;10738;0;2;0
210;150;2;91289;341165;10800;0;2;0
240;150;2;91291;350550;10782;0;2;0
270;150;2;91291;359911;10784;0;2;0
300;150;2;91291;369252;10637;0;2;0
150;150;3;123737;352667;12305;0;3;0
180;150;3;123626;362983;12318;0;3;0
210;150;3;123736;373569;12418;0;3;0
240;150;3;123737;383984;12219;0;3;0
270;150;3;123737;394423;12392;0;3;0
300;150;3;123617;404701;12084;0;3;0
150;150;4;149029;406667;14530;0;4;0
180;150;4;149010;419194;14834;0;4;0
210;150;4;149009;431757;14896;0;4;0
240;150;4;149009;444290;14841;0;4;0
270;150;4;149048;456818;14754;0;4;0
300;150;4;149010;469352;14884;0;4;0
150;150;5;180751;454762;16928;0;5;0
180;150;5;180664;468959;17008;0;5;0
210;150;5;180663;483202;16718;0;5;0
240;150;5;180662;497510;16887;0;5;0
270;150;5;180803;511897;16966;0;5;0
300;150;5;180794;526220;16950;0;5;0
150;150;6;262984;494157;16818;0;6;0
180;150;6;262974;508496;16915;0;6;0
210;150;6;262848;522651;16998;0;6;0
240;150;6;262843;536962;16850;0;6;0
270;150;6;262861;551305;17131;0;6;0
300;150;6;262839;565649;16935;0;6;0
150;150;7;247788;498542;19122;0;7;0
180;750;3;0;16050;4443;0;3;0
210;750;3;0;18061;4493;0;3;0
240;750;3;0;20081;4423;0;3;0
270;750;3;0;22119;4447;0;3;0
300;750;3;0;24199;4318;0;3;0
150;750;4;0;14044;4486;0;4;0
180;750;4;0;16054;4449;0;4;0
210;750;4;0;18060;4476;0;4;0
240;750;4;0;20071;4458;0;4;0
270;750;4;0;22084;4465;0;4;0
300;750;4;0;24089;4437;0;4;0
150;750;5;0;14040;4492;0;5;0
180;750;5;0;16051;4395;0;5;0
210;750;5;0;18059;4468;0;5;0
240;750;5;0;20073;4548;0;5;0
270;750;5;0;22078;4496;0;5;0
