q;freq;tramcnt;delay;punctuality;serviced;congestion;highLatenessTrams;total_waiting_time
300;750;5;0;24092;4425;0;5;0
150;750;6;0;14041;4396;0;6;0
180;750;6;0;16050;4453;0;6;0
210;750;6;0;18059;4510;0;6;0
240;750;6;0;20069;4410;0;6;0
270;750;6;0;22078;4462;0;6;0
300;750;6;0;24089;4503;0;6;0
150;750;7;0;14042;4485;0;7;0
180;750;7;0;16055;4515;0;7;0
210;750;7;0;18063;4438;0;7;0
240;750;7;0;20070;4484;0;7;0
270;750;7;0;22081;4333;0;7;0
300;750;7;0;24092;4450;0;7;0
150;750;8;0;14042;4412;0;8;0
180;750;8;0;16050;4533;0;8;0
210;750;8;0;18067;4577;0;8;0
240;750;8;0;20073;4583;0;8;0
270;750;8;0;22081;4414;0;8;0
300;750;8;0;24095;4479;0;8;0
150;750;9;0;14042;4443;0;9;0
180;750;9;0;16050;4494;0;9;0
210;750;9;0;18063;4413;0;9;0
240;750;9;0;20072;4532;0;9;0
270;750;9;0;22080;4417;0;9;0
300;750;9;0;24092;4564;0;9;0
150;750;10;0;14044;4406;0;10;0
180;750;10;0;16050;4451;0;10;0
210;750;10;0;18062;4440;0;10;0
240;750;10;0;20068;4435;0;10;0
270;750;10;0;22081;4506;0;10;0
300;750;10;0;24091;4413;0;10;0
150;750;11;0;14041;4355;0;11;0
240;150;12;211603;349304;20861;0;12;0
270;150;12;211180;364993;20807;0;12;0
300;150;12;211811;384495;20856;0;12;0
150;150;13;206968;258969;20869;0;13;0
180;150;13;207039;276124;20712;0;13;0
210;150;13;206803;293641;20433;0;13;0
240;150;13;207205;311349;20905;0;13;0
270;150;13;206584;327102;20913;0;13;0
300;150;13;205906;346070;20823;0;13;0
150;150;14;205668;251209;21020;0;14;0
180;150;14;206140;260847;21019;0;14;0
210;150;14;205710;270115;20966;0;14;0
240;150;14;206033;280350;20478;0;14;0
270;150;14;205599;289639;20799;0;14;0
300;150;14;205657;305294;20673;0;14;0
150;150;15;207267;251638;20818;0;15;0
180;150;15;206899;260949;20831;0;15;0
210;150;15;206627;270350;21045;0;15;0
240;150;15;206925;279975;20690;0;15;0
270;150;15;206270;287328;20810;0;15;0
300;150;15;206630;296735;20836;0;15;0
150;150;16;206479;251392;20767;0;16;0
180;150;16;208397;261241;20622;0;16;0
210;150;16;206656;270311;20865;0;16;0
240;150;16;207702;280410;21075;0;16;0
270;150;16;205958;287455;20644;0;16;0
300;150;16;206621;298815;20691;0;16;0
150;150;17;206313;251667;21141;0;17;0
180;150;17;206695;261220;20657;0;17;0
210;150;17;206528;270582;21242;0;17;0
240;150;17;208114;280230;20963;0;17;0
270;150;17;207533;287850;20818;0;17;0
300;150;17;206167;298836;20504;0;17;0
150;150;18;206430;251621;20728;0;18;0
180;150;18;206418;261022;20770;0;18;0
210;150;18;208370;270872;20805;0;18;0
240;150;18;206334;279821;20563;0;18;0
270;150;18;205925;287300;20857;0;18;0
300;150;18;206828;299035;20648;0;18;0
150;150;19;206862;251561;20782;0;19;0
180;150;19;207094;261222;20631;0;19;0
210;150;19;206238;270393;20749;0;19;0
240;150;19;206926;280109;20947;0;19;0
270;150;19;206867;287510;20738;0;19;0
300;150;19;206273;298827;20590;0;19;0
150;150;20;206471;251755;20894;0;20;0
180;150;20;206515;260924;20890;0;20;0
210;150;20;208826;270935;20807;0;20;0
240;150;20;205780;279844;20769;0;20;0
270;150;20;206133;287537;20520;0;20;0
300;150;20;205883;296544;20622;0;20;0
150;180;1;46308;324190;10829;0;1;0
180;180;1;46308;333733;10741;0;1;0
210;180;1;46308;343225;10801;0;1;0
240;180;1;46308;352740;10821;0;1;0
270;180;1;46308;362252;10653;0;1;0
300;180;1;46308;371758;10792;0;1;0
150;180;2;89400;320630;10829;0;2;0
180;180;2;89400;329961;10819;0;2;0
210;180;2;89400;339298;10773;0;2;0
240;180;2;89400;348644;10649;0;2;0
270;180;2;89399;357976;10733;0;2;0
300;180;2;89400;367370;10872;0;2;0
150;180;3;126340;353726;12164;0;3;0
180;180;3;126340;364107;12187;0;3;0
210;180;3;126339;374484;12230;0;3;0
240;180;3;126251;384773;12249;0;3;0
270;180;3;126371;395269;12305;0;3;0
300;180;3;126340;405614;12000;0;3;0
150;180;4;158503;416166;14899;0;4;0
180;180;4;158511;428696;14769;0;4;0
210;180;4;158456;441215;14822;0;4;0
240;180;4;158510;453738;14585;0;4;0
270;180;4;158457;466281;14848;0;4;0
300;180;4;158507;478855;14959;0;4;0
150;180;5;190661;464761;16779;0;5;0
180;180;5;190478;478731;16546;0;5;0
210;180;5;190391;492979;16831;0;5;0
240;180;5;190553;507427;16929;0;5;0
270;180;5;190485;521637;16961;0;5;0
300;180;5;190416;535842;17214;0;5;0
150;180;6;253434;484868;16897;0;6;0
180;180;6;253418;499045;16771;0;6;0
210;180;6;253452;513402;16968;0;6;0
240;180;6;253307;527558;16868;0;6;0
270;180;6;253451;542004;17038;0;6;0
300;180;6;253336;556133;16713;0;6;0
150;180;7;143672;340396;17525;0;7;0
180;180;7;143672;354958;17582;0;7;0
210;180;7;143671;369590;17388;0;7;0
240;180;7;143576;384267;17291;0;7;0
270;180;7;143671;398955;17271;0;7;0
300;180;7;143691;413686;17402;0;7;0
150;180;8;143611;297915;17522;0;8;0
180;180;8;143614;312279;17300;0;8;0
210;180;8;143652;327005;17280;0;8;0
300;480;19;0;60095;6721;0;19;0
150;480;20;0;45242;6684;0;20;0
180;480;20;0;48212;6766;0;20;0
210;480;20;0;51180;6715;0;20;0
240;480;20;0;54151;6689;0;20;0
270;480;20;0;57121;6573;0;20;0
300;480;20;0;60089;6736;0;20;0
180;90;7;276884;547592;19467;0;7;0
210;90;7;277138;563840;19157;0;7;0
240;90;7;276844;580068;19290;0;7;0
270;90;7;276882;596284;19310;0;7;0
300;90;7;276804;611149;19045;0;7;0
150;90;8;319360;530861;19142;0;8;0
180;90;8;318941;546869;19379;0;8;0
210;90;8;319388;563315;19212;0;8;0
240;90;8;319360;579581;19303;0;8;0
270;90;8;318963;595574;19452;0;8;0
300;90;8;319002;611819;19278;0;8;0
150;90;9;361940;531625;19461;0;9;0
180;90;9;361943;547925;19488;0;9;0
210;90;9;361943;564162;19345;0;9;0
240;90;9;361942;580488;19375;0;9;0
270;90;9;361641;596386;19237;0;9;0
300;120;5;199099;539256;16858;0;5;0
150;120;6;283559;509359;16956;0;6;0
180;120;6;283717;523820;16956;0;6;0
210;120;6;283684;538174;16820;0;6;0
240;120;6;283685;552544;16768;0;6;0
270;120;6;283554;566790;16896;0;6;0
300;120;6;283321;580935;16922;0;6;0
150;120;7;265081;517236;19148;0;7;0
180;120;7;265103;533497;19103;0;7;0
210;120;7;265080;549867;19373;0;7;0
240;120;7;265906;566986;19184;0;7;0
270;120;7;264604;581752;19129;0;7;0
300;120;7;265107;598846;19064;0;7;0
150;120;8;306760;516688;19401;0;8;0
180;120;8;306555;532369;19521;0;8;0
210;120;8;306768;549060;19411;0;8;0
300;210;7;92697;282677;14983;0;7;0
150;210;8;93839;179462;15018;0;8;0
180;210;8;93920;191914;14828;0;8;0
210;210;8;93621;203913;15035;0;8;0
240;210;8;93759;216643;14854;0;8;0
270;210;8;93817;229378;15124;0;8;0
300;210;8;93759;241930;14852;0;8;0
150;210;9;93825;158360;15041;0;9;0
180;210;9;93656;164837;14911;0;9;0
210;210;9;93817;171350;14932;0;9;0
240;210;9;93814;183976;15017;0;9;0
270;210;9;93832;196601;15006;0;9;0
300;210;9;93903;209258;14650;0;9;0
150;210;10;93871;158362;15036;0;10;0
180;210;10;93785;164816;14837;0;10;0
210;210;10;93933;171328;14937;0;10;0
240;300;12;23;111666;10576;0;12;0
270;300;12;0;116258;10433;0;12;0
300;300;12;0;120845;10478;0;12;0
150;300;13;0;97898;10370;0;13;0
180;300;13;0;102494;10737;0;13;0
210;300;13;0;107079;10463;0;13;0
240;300;13;22;111663;10401;0;13;0
270;300;13;0;116257;10613;0;13;0
300;300;13;0;120845;10574;0;13;0
150;300;14;0;97893;10568;0;14;0
180;300;14;0;102485;10475;0;14;0
210;300;14;0;107078;10501;0;14;0
240;300;14;25;111666;10508;0;14;0
270;300;14;0;116256;10685;0;14;0
300;300;14;0;120848;10412;0;14;0
150;300;15;0;97897;10629;0;15;0
300;390;19;0;83717;8265;0;19;0
150;390;20;0;65720;8234;0;20;0
180;390;20;0;69317;8298;0;20;0
210;390;20;0;72921;8222;0;20;0
240;390;20;0;76526;8330;0;20;0
270;390;20;0;80118;8327;0;20;0
300;390;20;0;83717;8086;0;20;0
150;420;1;0;185771;7685;0;1;0
180;420;1;0;192674;7763;0;1;0
210;420;1;0;199537;7615;0;1;0
240;420;1;0;206423;7713;0;1;0
270;420;1;0;213249;7548;0;1;0
300;420;1;0;220177;7631;0;1;0
150;420;2;0;133087;7691;0;2;0
180;420;2;0;139961;7718;0;2;0
210;420;2;0;146806;7561;0;2;0
240;420;2;0;153711;7621;0;2;0
270;420;2;0;160567;7689;0;2;0
300;420;2;0;167450;7735;0;2;0
150;420;3;0;86431;7739;0;3;0
180;420;3;0;92917;7728;0;3;0
210;420;3;0;99386;7721;0;3;0
240;420;3;0;105851;7565;0;3;0
270;420;3;0;112342;7621;0;3;0
300;420;3;0;118818;7633;0;3;0
150;420;4;2533;57920;7643;0;4;0
180;420;4;2500;61277;7543;0;4;0
210;420;4;2497;64641;7649;0;4;0
240;420;4;2501;68032;7699;0;4;0
270;420;4;2530;71725;7575;0;4;0
300;420;4;2510;78115;7695;0;4;0
150;420;5;2516;57921;7654;0;5;0
300;420;7;2516;74717;7670;0;7;0
150;420;8;2513;57917;7672;0;8;0
180;420;8;2509;61279;7391;0;8;0
210;420;8;2506;64638;7654;0;8;0
240;420;8;2517;67998;7623;0;8;0
270;420;8;2504;71357;7743;0;8;0
300;420;8;2493;74717;7544;0;8;0
150;420;9;2467;57917;7686;0;9;0
180;420;9;2520;61278;7563;0;9;0
210;420;9;2492;64639;7758;0;9;0
240;420;9;2513;67997;7615;0;9;0
270;420;9;2527;71363;7693;0;9;0
300;420;9;2514;74718;7659;0;9;0
150;420;10;2519;57916;7605;0;10;0
180;420;10;2503;61278;7678;0;10;0
210;420;10;2513;64638;7719;0;10;0
300;330;5;0;106216;9723;0;5;0
150;330;6;0;85217;9660;0;6;0
180;330;6;0;89420;9634;0;6;0
210;330;6;0;93622;9564;0;6;0
240;330;6;0;97816;9484;0;6;0
270;330;6;24;102020;9774;0;6;0
300;330;6;0;106222;9678;0;6;0
150;330;7;0;85216;9530;0;7;0
180;330;7;0;89422;9539;0;7;0
210;330;7;0;93622;9603;0;7;0
240;330;7;0;97820;9640;0;7;0
270;330;7;24;102019;9538;0;7;0
300;330;7;0;106219;9617;0;7;0
150;330;8;0;85222;9569;0;8;0
180;330;8;0;89415;9520;0;8;0
210;330;8;0;93616;9480;0;8;0
240;330;8;0;97817;9412;0;8;0
270;330;8;21;102019;9433;0;8;0
300;330;8;0;106219;9507;0;8;0
150;330;9;0;85219;9594;0;9;0
180;330;9;0;89418;9547;0;9;0
210;330;9;0;93619;9593;0;9;0
240;330;9;0;97822;9560;0;9;0
270;330;9;23;102019;9472;0;9;0
300;330;9;0;106219;9629;0;9;0
150;330;10;0;85219;9609;0;10;0
180;330;10;0;89419;9644;0;10;0
210;330;10;0;93622;9618;0;10;0
240;330;10;0;97818;9605;0;10;0
270;330;10;24;102021;9603;0;10;0
300;330;10;0;106219;9597;0;10;0
150;330;11;0;85221;9495;0;11;0
180;330;11;0;89418;9503;0;11;0
210;330;11;0;93620;9529;0;11;0
240;330;11;0;97820;9787;0;11;0
270;330;11;23;102019;9589;0;11;0
300;330;11;0;106219;9589;0;11;0
150;330;12;0;85219;9485;0;12;0
180;330;12;0;89419;9605;0;12;0
210;330;12;0;93620;9570;0;12;0
240;330;12;0;97821;9637;0;12;0
270;330;12;23;102019;9540;0;12;0
300;330;12;0;106223;9437;0;12;0
150;330;13;0;85219;9521;0;13;0
180;330;13;0;89422;9654;0;13;0
210;330;13;0;93620;9517;0;13;0
240;330;13;0;97824;9483;0;13;0
270;330;13;24;102029;9665;0;13;0
300;330;13;0;106223;9589;0;13;0
150;330;14;0;85226;9697;0;14;0
180;330;14;0;89421;9554;0;14;0
210;330;14;0;93618;9596;0;14;0
240;330;14;0;97819;9647;0;14;0
270;330;14;23;102021;9475;0;14;0
300;330;14;0;106221;9630;0;14;0
150;330;15;0;85216;9599;0;15;0
180;330;15;0;89419;9461;0;15;0
210;330;15;0;93623;9307;0;15;0
240;330;15;0;97821;9371;0;15;0
270;330;15;23;102022;9369;0;15;0
300;330;15;0;106220;9362;0;15;0
150;330;16;0;85217;9646;0;16;0
180;330;16;0;89416;9549;0;16;0
210;330;16;0;93621;9603;0;16;0
240;330;16;0;97823;9788;0;16;0
270;330;16;23;102028;9641;0;16;0
300;330;16;0;106224;9491;0;16;0
150;330;17;0;85220;9406;0;17;0
180;330;17;0;89420;9688;0;17;0
210;330;17;0;93616;9716;0;17;0
240;330;17;0;97825;9497;0;17;0
270;330;17;23;102019;9522;0;17;0
300;330;17;0;106220;9557;0;17;0
150;330;18;0;85224;9599;0;18;0
180;330;18;0;89415;9512;0;18;0
210;330;18;0;93621;9467;0;18;0
240;330;18;0;97819;9601;0;18;0
270;330;18;22;102019;9586;0;18;0
300;330;18;0;106227;9607;0;18;0
150;330;19;0;85219;9615;0;19;0
180;330;19;0;89428;9477;0;19;0
210;330;19;0;93619;9584;0;19;0
240;330;19;0;97821;9485;0;19;0
270;330;19;22;102021;9389;0;19;0
300;330;19;0;106220;9681;0;19;0
150;330;20;0;85218;9666;0;20;0
180;330;20;0;89426;9614;0;20;0
210;330;20;0;93617;9660;0;20;0
240;330;20;0;97826;9570;0;20;0
270;330;20;23;102020;9600;0;20;0
300;330;20;0;106223;9654;0;20;0
150;360;1;0;221401;8819;0;1;0
180;360;1;0;229251;8816;0;1;0
210;360;1;0;237180;8916;0;1;0
240;360;1;0;245054;8728;0;1;0
270;360;1;0;252963;8773;0;1;0
300;360;1;0;260830;8886;0;1;0
150;360;2;0;168657;8910;0;2;0
180;360;2;0;176580;9050;0;2;0
210;360;2;0;184451;8855;0;2;0
240;360;2;0;192341;8829;0;2;0
270;360;2;0;200233;8791;0;2;0
300;360;2;0;208123;8688;0;2;0
150;360;3;0;121988;8808;0;3;0
180;360;3;0;129511;8747;0;3;0
210;360;3;0;136987;8811;0;3;0
240;360;3;0;144513;8874;0;3;0
270;360;3;0;151994;8788;0;3;0
300;360;3;0;159511;8738;0;3;0
150;360;4;0;78993;8783;0;4;0
180;360;4;0;86420;9101;0;4;0
210;360;4;0;93823;9023;0;4;0
240;360;4;0;101242;8810;0;4;0
270;360;4;0;108649;8717;0;4;0
300;360;4;24;116139;8835;0;4;0
150;360;5;0;74493;8912;0;5;0
180;360;5;0;78368;8894;0;5;0
210;360;5;0;82236;8783;0;5;0
240;360;5;0;86105;8858;0;5;0
270;360;5;0;89976;8911;0;5;0
300;360;5;24;93845;8730;0;5;0
150;360;6;0;74492;8838;0;6;0
180;360;6;0;78366;8810;0;6;0
210;360;6;0;82234;8787;0;6;0
240;360;6;0;86105;8825;0;6;0
270;360;6;0;89975;8987;0;6;0
300;360;6;21;93848;8827;0;6;0
150;360;7;0;74498;8732;0;7;0
180;360;7;0;78363;8946;0;7;0
210;360;7;0;82235;8773;0;7;0
240;360;7;0;86103;8722;0;7;0
270;360;7;0;89978;8912;0;7;0
300;360;7;25;93840;8859;0;7;0
150;360;8;0;74498;8799;0;8;0
180;360;8;0;78362;8950;0;8;0
210;360;8;0;82239;8763;0;8;0
240;360;8;0;86112;8753;0;8;0
270;360;8;0;89979;8937;0;8;0
300;360;8;23;93844;8737;0;8;0
150;360;9;0;74495;8946;0;9;0
180;360;9;0;78366;8812;0;9;0
210;360;9;0;82235;8875;0;9;0
240;360;9;0;86107;8806;0;9;0
270;360;9;0;89975;8765;0;9;0
300;360;9;25;93847;8964;0;9;0
150;360;10;0;74493;8842;0;10;0
180;360;10;0;78366;8892;0;10;0
210;360;10;0;82232;8955;0;10;0
240;360;10;0;86103;8889;0;10;0
270;360;10;0;89973;8859;0;10;0
300;360;10;24;93846;8651;0;10;0
150;360;11;0;74495;8854;0;11;0
180;360;11;0;78366;8868;0;11;0
210;360;11;0;82233;8880;0;11;0
240;360;11;0;86104;8972;0;11;0
270;360;11;0;89980;8926;0;11;0
300;360;11;25;93843;8866;0;11;0
150;360;12;0;74496;8911;0;12;0
180;360;12;0;78369;8852;0;12;0
210;360;12;0;82233;8877;0;12;0
240;360;12;0;86104;8749;0;12;0
270;360;12;0;89976;8909;0;12;0
300;360;12;18;93844;8999;0;12;0
150;360;13;0;74501;8737;0;13;0
180;360;13;0;78366;8819;0;13;0
210;360;13;0;82235;8761;0;13;0
240;360;13;0;86101;8798;0;13;0
270;360;13;0;89974;8860;0;13;0
300;360;13;20;93853;8592;0;13;0
150;360;14;0;74504;8885;0;14;0
180;360;14;0;78362;8699;0;14;0
210;360;14;0;82233;8874;0;14;0
240;360;14;0;86104;8900;0;14;0
270;360;14;0;89977;8999;0;14;0
300;360;14;23;93844;8861;0;14;0
150;360;15;0;74496;8647;0;15;0
180;360;15;0;78366;8902;0;15;0
210;360;15;0;82237;8839;0;15;0
240;360;15;0;86107;9023;0;15;0
270;360;15;0;89977;8629;0;15;0
300;360;15;24;93842;9010;0;15;0
150;360;16;0;74492;8912;0;16;0
180;360;16;0;78366;8817;0;16;0
210;360;16;0;82234;8710;0;16;0
240;360;16;0;86105;8825;0;16;0
270;360;16;0;89978;8805;0;16;0
300;360;16;24;93844;8823;0;16;0
150;360;17;0;74496;8953;0;17;0
180;360;17;0;78364;8678;0;17;0
210;360;17;0;82236;8844;0;17;0
240;360;17;0;86104;8852;0;17;0
270;360;17;0;89973;8922;0;17;0
300;360;17;25;93842;8839;0;17;0
150;360;18;0;74491;8885;0;18;0
180;360;18;0;78364;8903;0;18;0
210;360;18;0;82239;8776;0;18;0
240;360;18;0;86108;8865;0;18;0
270;360;18;0;89975;8649;0;18;0
300;360;18;19;93843;9100;0;18;0
150;360;19;0;74495;8931;0;19;0
180;360;19;0;78363;8880;0;19;0
210;360;19;0;82234;8711;0;19;0
240;360;19;0;86109;8812;0;19;0
270;360;19;0;89977;8971;0;19;0
300;360;19;23;93845;8934;0;19;0
150;360;20;0;74496;8961;0;20;0
180;360;20;0;78362;8842;0;20;0
210;360;20;0;82235;8833;0;20;0
240;360;20;0;86103;8761;0;20;0
270;360;20;0;89974;8840;0;20;0
300;360;20;19;93841;8753;0;20;0
150;390;1;0;202533;8217;0;1;0
180;390;1;0;209908;8232;0;1;0
210;390;1;0;217268;8245;0;1;0
240;390;1;0;224593;8350;0;1;0
270;390;1;0;231938;8107;0;1;0
300;390;1;0;239274;8293;0;1;0
150;390;2;0;149841;8378;0;2;0
180;390;2;0;157190;8300;0;2;0
210;390;2;0;164516;8232;0;2;0
240;390;2;0;171874;8297;0;2;0
270;390;2;0;179243;8096;0;2;0
300;390;2;0;186571;8121;0;2;0
150;390;3;0;103112;8274;0;3;0
180;390;3;0;110084;8313;0;3;0
210;390;3;0;117030;8280;0;3;0
240;390;3;0;123993;8146;0;3;0
270;390;3;0;130998;8211;0;3;0
300;390;3;0;137973;8275;0;3;0
150;390;4;0;65759;8320;0;4;0
180;390;4;0;69381;8196;0;4;0
210;390;4;0;73902;8226;0;4;0
240;390;4;0;80747;8009;0;4;0
270;390;4;0;87632;8272;0;4;0
300;390;4;0;94492;8022;0;4;0
150;390;5;0;65718;8250;0;5;0
180;390;5;0;69319;8179;0;5;0
210;390;5;0;72920;8289;0;5;0
240;390;5;0;76516;8305;0;5;0
270;390;5;0;80119;8107;0;5;0
300;390;5;0;83722;8254;0;5;0
150;390;6;0;65716;8362;0;6;0
180;390;6;0;69323;8250;0;6;0
210;390;6;0;72919;8206;0;6;0
240;390;6;0;76521;8280;0;6;0
270;390;6;0;80117;8236;0;6;0
300;390;6;0;83719;8281;0;6;0
150;390;7;0;65717;8231;0;7;0
180;390;7;0;69316;8325;0;7;0
210;390;7;0;72916;8179;0;7;0
240;390;7;0;76520;8178;0;7;0
270;390;7;0;80119;8327;0;7;0
300;390;7;0;83720;8295;0;7;0
150;390;8;0;65719;8282;0;8;0
180;390;8;0;69321;8293;0;8;0
210;390;8;0;72920;8171;0;8;0
240;390;8;0;76514;8357;0;8;0
270;390;8;0;80120;8246;0;8;0
300;390;8;0;83723;8263;0;8;0
150;390;9;0;65720;7994;0;9;0
180;390;9;0;69322;8255;0;9;0
210;390;9;0;72918;8313;0;9;0
240;390;9;0;76520;8312;0;9;0
270;390;9;0;80118;8185;0;9;0
300;390;9;0;83721;8254;0;9;0
150;390;10;0;65726;8198;0;10;0
180;390;10;0;69319;8130;0;10;0
210;390;10;0;72921;8162;0;10;0
240;390;10;0;76521;8304;0;10;0
270;390;10;0;80120;8315;0;10;0
300;390;10;0;83719;8338;0;10;0
150;90;1;52737;330635;10617;0;1;0
180;90;1;52811;340213;10678;0;1;0
210;90;1;52798;349756;10926;0;1;0
240;90;1;52736;359198;10885;0;1;0
270;90;1;52737;368651;10727;0;1;0
180;300;15;0;102487;10547;0;15;0
210;300;15;0;107078;10426;0;15;0
240;300;15;24;111663;10500;0;15;0
270;300;15;0;116257;10650;0;15;0
300;300;15;0;120845;10579;0;15;0
150;300;16;0;97895;10304;0;16;0
180;300;16;0;102483;10473;0;16;0
210;300;16;0;107078;10477;0;16;0
240;300;16;26;111667;10359;0;16;0
270;300;16;0;116255;10506;0;16;0
300;300;16;0;120848;10476;0;16;0
150;300;17;0;97897;10477;0;17;0
180;300;17;0;102485;10465;0;17;0
210;300;17;0;107076;10616;0;17;0
240;300;17;23;111661;10674;0;17;0
270;300;17;0;116257;10760;0;17;0
240;720;4;0;22204;4794;0;4;0
270;720;4;0;24270;4612;0;4;0
300;720;4;0;26343;4654;0;4;0
150;720;5;0;15991;4637;0;5;0
180;720;5;0;18060;4650;0;5;0
210;720;5;0;20129;4580;0;5;0
240;720;5;0;22201;4775;0;5;0
270;720;5;0;24272;4609;0;5;0
300;720;5;0;26341;4617;0;5;0
150;720;6;0;15995;4680;0;6;0
180;720;6;0;18061;4583;0;6;0
210;720;6;0;20132;4618;0;6;0
240;720;6;0;22201;4675;0;6;0
270;720;6;0;24271;4693;0;6;0
300;720;6;0;26340;4669;0;6;0
150;720;7;0;15994;4736;0;7;0
180;720;7;0;18061;4750;0;7;0
210;720;7;0;20133;4614;0;7;0
240;720;7;0;22200;4734;0;7;0
270;720;7;0;24271;4623;0;7;0
300;720;7;0;26340;4646;0;7;0
150;720;8;0;15992;4569;0;8;0
180;720;8;0;18061;4840;0;8;0
210;720;8;0;20135;4695;0;8;0
240;720;8;0;22200;4709;0;8;0
270;720;8;0;24270;4783;0;8;0
300;720;8;0;26342;4693;0;8;0
150;720;9;0;15992;4610;0;9;0
180;720;9;0;18060;4731;0;9;0
210;720;9;0;20134;4709;0;9;0
240;720;9;0;22203;4666;0;9;0
270;720;9;0;24269;4690;0;9;0
300;720;9;0;26343;4682;0;9;0
150;720;10;0;15992;4635;0;10;0
180;720;10;0;18059;4707;0;10;0
210;720;10;0;20130;4612;0;10;0
240;720;10;0;22202;4768;0;10;0
270;720;10;0;24271;4651;0;10;0
300;720;10;0;26341;4699;0;10;0
150;720;11;0;15992;4689;0;11;0
180;720;11;0;18062;4778;0;11;0
210;720;11;0;20129;4583;0;11;0
240;720;11;0;22205;4773;0;11;0
270;720;11;0;24271;4682;0;11;0
300;720;11;0;26342;4666;0;11;0
150;720;12;0;15990;4627;0;12;0
180;720;12;0;18058;4543;0;12;0
210;720;12;0;20133;4730;0;12;0
240;720;12;0;22203;4613;0;12;0
270;720;12;0;24269;4615;0;12;0
300;720;12;0;26341;4695;0;12;0
150;720;13;0;15988;4760;0;13;0
180;720;13;0;18062;4793;0;13;0
210;720;13;0;20130;4842;0;13;0
240;720;13;0;22200;4862;0;13;0
270;720;13;0;24270;4615;0;13;0
300;720;13;0;26341;4810;0;13;0
150;720;14;0;15990;4584;0;14;0
180;720;14;0;18061;4658;0;14;0
210;720;14;0;20130;4761;0;14;0
240;720;14;0;22202;4660;0;14;0
270;720;14;0;24272;4681;0;14;0
300;720;14;0;26338;4676;0;14;0
150;720;15;0;15993;4773;0;15;0
180;720;15;0;18060;4558;0;15;0
210;720;15;0;20130;4646;0;15;0
240;720;15;0;22201;4666;0;15;0
270;720;15;0;24273;4744;0;15;0
300;720;15;0;26342;4736;0;15;0
150;720;16;0;15989;4694;0;16;0
180;720;16;0;18060;4707;0;16;0
210;720;16;0;20134;4760;0;16;0
240;720;16;0;22199;4771;0;16;0
270;720;16;0;24269;4679;0;16;0
300;720;16;0;26341;4590;0;16;0
150;720;17;0;15992;4671;0;17;0
180;720;17;0;18066;4737;0;17;0
210;720;17;0;20130;4755;0;17;0
240;720;17;0;22205;4675;0;17;0
270;720;17;0;24273;4720;0;17;0
300;720;17;0;26342;4651;0;17;0
150;720;18;0;15991;4701;0;18;0
180;720;18;0;18064;4663;0;18;0
210;720;18;0;20128;4587;0;18;0
240;720;18;0;22199;4723;0;18;0
270;720;18;0;24271;4551;0;18;0
300;720;18;0;26343;4761;0;18;0
150;720;19;0;15990;4723;0;19;0
180;720;19;0;18060;4664;0;19;0
210;720;19;0;20129;4592;0;19;0
240;720;19;0;22201;4573;0;19;0
270;720;19;0;24271;4613;0;19;0
300;720;19;0;26340;4702;0;19;0
150;720;20;0;15992;4762;0;20;0
180;720;20;0;18063;4708;0;20;0
210;720;20;0;20132;4661;0;20;0
240;720;20;0;22202;4687;0;20;0
270;720;20;0;24274;4559;0;20;0
300;720;20;0;26342;4770;0;20;0
150;750;1;0;91587;4421;0;1;0
180;750;1;0;95753;4449;0;1;0
210;750;1;0;99930;4364;0;1;0
240;750;1;0;104115;4379;0;1;0
270;750;1;0;108272;4447;0;1;0
300;750;1;0;112461;4383;0;1;0
150;750;2;0;38896;4466;0;2;0
180;750;2;0;43064;4459;0;2;0
210;750;2;0;47219;4466;0;2;0
240;750;2;0;51400;4466;0;2;0
270;750;2;0;55579;4553;0;2;0
300;750;2;0;59745;4458;0;2;0
150;750;3;0;14042;4493;0;3;0
180;540;19;0;38163;6071;0;19;0
210;540;19;0;40835;5996;0;19;0
240;540;19;0;43500;5953;0;19;0
270;540;19;0;46174;5862;0;19;0
300;540;19;0;48840;6174;0;19;0
150;540;20;0;35494;5923;0;20;0
180;540;20;0;38162;6128;0;20;0
210;540;20;0;40835;5972;0;20;0
240;540;20;0;43502;6054;0;20;0
270;540;20;0;46175;6119;0;20;0
300;540;20;0;48843;5965;0;20;0
150;570;1;0;129290;5745;0;1;0
180;570;1;0;134509;5742;0;1;0
210;570;1;0;139798;5788;0;1;0
240;570;1;0;145061;5828;0;1;0
270;570;1;0;150281;5709;0;1;0
300;570;1;0;155531;5725;0;1;0
150;570;2;0;76564;5737;0;2;0
180;570;2;0;81808;5839;0;2;0
210;570;2;0;87069;5786;0;2;0
240;570;2;0;92306;5686;0;2;0
270;570;2;0;97567;5650;0;2;0
300;570;2;0;102833;5732;0;2;0
150;570;3;0;31693;5673;0;3;0
180;570;3;0;34867;5694;0;3;0
210;570;3;0;39724;5767;0;3;0
240;570;3;0;44599;5744;0;3;0
270;570;3;0;49438;5842;0;3;0
300;570;3;0;54299;5950;0;3;0
150;570;4;0;31592;5811;0;4;0
180;570;4;0;34145;5823;0;4;0
210;570;4;0;36693;5737;0;4;0
180;660;17;0;24096;4967;0;17;0
210;660;17;0;26344;5060;0;17;0
240;660;17;0;28594;5017;0;17;0
270;660;17;0;30842;4985;0;17;0
300;660;17;0;33092;4957;0;17;0
150;660;18;0;21842;4925;0;18;0
