Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,101.552513281569,2447
Vaartsche Rijn,1,91.9412757340533,5926
Galgenwaard,2,93.5398277717976,3716
Kromme Rijn,3,93.0318791946309,596
Padualaan,4,94.2792665726375,709
Heidelberglaan,5,109.496774193548,930
UMC,6,132.379310344828,145
WKZ,7,96.5631067961165,824
P+R De Uithof,8,875,1
WKZ,9,63.7142857142857,7
UMC,10,95.125,24
Heidelberglaan,11,82.4555555555555,90
Padualaan,12,88.0579150579151,259
Kromme Rijn,13,75.9288256227758,281
Galgenwaard,14,85.8333333333333,138
Vaartsche Rijn,15,86.0744500846024,591
Depot,-1,NaN,0
