Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,420.0826709062,1258
Vaartsche Rijn,1,182.1909178126,3127
Galgenwaard,2,188.32822540781,2023
Kromme Rijn,3,179.40303030303,330
Padualaan,4,196.687679083095,349
Heidelberglaan,5,197.496350364963,548
UMC,6,257.241379310345,87
WKZ,7,179.35520361991,442
P+R De Uithof,8,152.333333333333,3
WKZ,9,74.6666666666667,6
UMC,10,190.0625,16
Heidelberglaan,11,201.82,50
Padualaan,12,203.464788732394,142
Kromme Rijn,13,196.086956521739,161
Galgenwaard,14,184.802197802198,91
Vaartsche Rijn,15,206.47619047619,336
Depot,-1,NaN,0
