Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,413.443404255319,1175
Vaartsche Rijn,1,195.242572527088,2861
Galgenwaard,2,202.170111287758,1887
Kromme Rijn,3,195.613559322034,295
Padualaan,4,201.577160493827,324
Heidelberglaan,5,219.988258317025,511
UMC,6,255.701149425287,87
WKZ,7,189.875647668394,386
P+R De Uithof,8,0,2
WKZ,9,199.714285714286,7
UMC,10,231.5,12
Heidelberglaan,11,176.981481481481,54
Padualaan,12,190.614173228346,127
Kromme Rijn,13,228.162962962963,135
Galgenwaard,14,223.108695652174,92
Vaartsche Rijn,15,224.744604316547,278
Depot,-1,NaN,0
