Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,103.305603300103,2909
Vaartsche Rijn,1,89.333381253594,6956
Galgenwaard,2,88.3793738489871,4344
Kromme Rijn,3,88.3378787878788,660
Padualaan,4,96.819216182048,791
Heidelberglaan,5,93.5725118483412,1055
UMC,6,104.71511627907,172
WKZ,7,76.315443592552,913
P+R De Uithof,8,310,2
WKZ,9,90.5833333333333,12
UMC,10,88.9444444444444,36
Heidelberglaan,11,70.8818181818182,110
Padualaan,12,77.2287581699346,306
Kromme Rijn,13,89.725,320
Galgenwaard,14,79.7461139896373,193
Vaartsche Rijn,15,87.9267935578331,683
Depot,-1,NaN,0
