Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,410.535087719298,1140
Vaartsche Rijn,1,200.835672714824,2921
Galgenwaard,2,208.22360584732,1847
Kromme Rijn,3,205.581699346405,306
Padualaan,4,207.437699680511,313
Heidelberglaan,5,211.438515081207,431
UMC,6,229.976744186047,86
WKZ,7,205.03807106599,394
P+R De Uithof,8,0,2
WKZ,9,275.666666666667,3
UMC,10,195.466666666667,15
Heidelberglaan,11,183.428571428571,56
Padualaan,12,202.1953125,128
Kromme Rijn,13,202.376923076923,130
Galgenwaard,14,180.51,100
Vaartsche Rijn,15,209.979797979798,297
Depot,-1,NaN,0
