Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,80.8736419461502,4234
Vaartsche Rijn,1,80.1514112112897,10204
Galgenwaard,2,75.0375216774397,6343
Kromme Rijn,3,68.3531746031746,1008
Padualaan,4,64.8323353293413,1169
Heidelberglaan,5,63.8021766965429,1562
UMC,6,60.8428571428571,210
WKZ,7,54.5372413793103,1450
P+R De Uithof,8,101.2,5
WKZ,9,63.8235294117647,17
UMC,10,82.5,48
Heidelberglaan,11,70.2189054726368,201
Padualaan,12,65.3806451612903,465
Kromme Rijn,13,70.8927038626609,466
Galgenwaard,14,67.7903225806452,248
Vaartsche Rijn,15,73.771568627451,1020
Depot,-1,NaN,0
