Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,399.258321273517,1382
Vaartsche Rijn,1,168.668012691087,3467
Galgenwaard,2,178.946318289786,2105
Kromme Rijn,3,173.588888888889,360
Padualaan,4,171.482185273159,421
Heidelberglaan,5,208.332737030411,559
UMC,6,191.766666666667,90
WKZ,7,164.621380846325,449
P+R De Uithof,8,310,3
WKZ,9,165.75,8
UMC,10,173.928571428571,14
Heidelberglaan,11,166.307692307692,65
Padualaan,12,151.154362416107,149
Kromme Rijn,13,161.386206896552,145
Galgenwaard,14,172.527472527473,91
Vaartsche Rijn,15,175.29014084507,355
Depot,-1,NaN,0
