Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,399.794964028777,1390
Vaartsche Rijn,1,172.161039737078,3347
Galgenwaard,2,174.746537396122,2166
Kromme Rijn,3,173.176119402985,335
Padualaan,4,166.875311720698,401
Heidelberglaan,5,179.851576994434,539
UMC,6,172.488372093023,86
WKZ,7,166.852083333333,480
P+R De Uithof,8,0,1
WKZ,9,173.25,4
UMC,10,136.357142857143,14
Heidelberglaan,11,147.896551724138,58
Padualaan,12,167.735849056604,159
Kromme Rijn,13,174.708860759494,158
Galgenwaard,14,171.161290322581,93
Vaartsche Rijn,15,195.353562005277,379
Depot,-1,NaN,0
