Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,408.916890080429,1492
Vaartsche Rijn,1,151.662613981763,3619
Galgenwaard,2,154.49649122807,2280
Kromme Rijn,3,151.671087533157,377
Padualaan,4,164.791366906475,417
Heidelberglaan,5,159.234154929577,568
UMC,6,187.510638297872,94
WKZ,7,159.647657841141,491
P+R De Uithof,8,0,2
WKZ,9,153.571428571429,7
UMC,10,180.208333333333,24
Heidelberglaan,11,140.4,65
Padualaan,12,160.325581395349,172
Kromme Rijn,13,152.295857988166,169
Galgenwaard,14,147.166666666667,102
Vaartsche Rijn,15,172.236144578313,415
Depot,-1,NaN,0
