Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,259.144353899884,1718
Vaartsche Rijn,1,96.4817518248175,4110
Galgenwaard,2,141.596638655462,2618
Kromme Rijn,3,143.288939051919,443
Padualaan,4,138.41341991342,462
Heidelberglaan,5,147,684
UMC,6,146.468468468468,111
WKZ,7,131.819536423841,604
P+R De Uithof,8,0,2
WKZ,9,184.647058823529,17
UMC,10,122.947368421053,19
Heidelberglaan,11,117.127906976744,86
Padualaan,12,130.869109947644,191
Kromme Rijn,13,151.723404255319,188
Galgenwaard,14,154.019417475728,103
Vaartsche Rijn,15,153.334963325183,409
Depot,-1,NaN,0
