Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,421.243639921722,1022
Vaartsche Rijn,1,230.685468076772,2553
Galgenwaard,2,228.40319606638,1627
Kromme Rijn,3,229.607407407407,270
Padualaan,4,244.519736842105,304
Heidelberglaan,5,247.948477751756,427
UMC,6,247.485714285714,70
WKZ,7,236.815476190476,336
P+R De Uithof,8,0,2
WKZ,9,246,3
UMC,10,190.823529411765,17
Heidelberglaan,11,210.978260869565,46
Padualaan,12,238.47619047619,105
Kromme Rijn,13,223.933962264151,106
Galgenwaard,14,254.878378378378,74
Vaartsche Rijn,15,234.335849056604,265
Depot,-1,NaN,0
