Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,408.601485148515,1212
Vaartsche Rijn,1,194.09234917425,2967
Galgenwaard,2,205.776666666667,1800
Kromme Rijn,3,202.598591549296,284
Padualaan,4,196.607038123167,341
Heidelberglaan,5,225.109780439122,501
UMC,6,233.48,75
WKZ,7,204.531764705882,425
P+R De Uithof,8,NaN,0
WKZ,9,217.833333333333,6
UMC,10,178.235294117647,17
Heidelberglaan,11,192.915254237288,59
Padualaan,12,210.830188679245,106
Kromme Rijn,13,215.730496453901,141
Galgenwaard,14,203.782608695652,69
Vaartsche Rijn,15,213.632587859425,313
Depot,-1,NaN,0
