Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,83.7170013386881,3735
Vaartsche Rijn,1,87.0938941946561,9319
Galgenwaard,2,80.1552479411249,5707
Kromme Rijn,3,71.3256830601093,915
Padualaan,4,66.6733716475096,1044
Heidelberglaan,5,69.9446721311475,1464
UMC,6,78.6909090909091,220
WKZ,7,59.0982972136223,1292
P+R De Uithof,8,6,6
WKZ,9,56.6818181818182,22
UMC,10,44.7,50
Heidelberglaan,11,52.4050632911392,158
Padualaan,12,59.4632352941176,408
Kromme Rijn,13,50.0344827586207,377
Galgenwaard,14,56.809756097561,205
Vaartsche Rijn,15,67.097037793667,979
Depot,-1,NaN,0
