Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,408.495921696574,1226
Vaartsche Rijn,1,193.520652551198,2881
Galgenwaard,2,205.021052631579,1805
Kromme Rijn,3,199.912457912458,297
Padualaan,4,214.598214285714,336
Heidelberglaan,5,221.790890269151,483
UMC,6,237.369230769231,65
WKZ,7,193.725888324873,394
P+R De Uithof,8,361,3
WKZ,9,196.444444444444,9
UMC,10,200.125,16
Heidelberglaan,11,198.016393442623,61
Padualaan,12,206.580152671756,131
Kromme Rijn,13,204.251798561151,139
Galgenwaard,14,198.488888888889,90
Vaartsche Rijn,15,220.006309148265,317
Depot,-1,NaN,0
