Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,81.8879921741257,4089
Vaartsche Rijn,1,84.3909751355776,9773
Galgenwaard,2,82.4553457106274,6248
Kromme Rijn,3,74.3148535564854,956
Padualaan,4,70.3324786324786,1170
Heidelberglaan,5,69.0419397116645,1526
UMC,6,68.5893719806763,207
WKZ,7,54.3427931292009,1339
P+R De Uithof,8,113.75,4
WKZ,9,85.6,20
UMC,10,62.7272727272727,44
Heidelberglaan,11,66.2155688622754,167
Padualaan,12,76.6816143497758,446
Kromme Rijn,13,73.7991071428571,448
Galgenwaard,14,68.1821862348178,247
Vaartsche Rijn,15,75.9438528557599,1033
Depot,-1,NaN,0
