Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,409.678217821782,1212
Vaartsche Rijn,1,199.699416008245,2911
Galgenwaard,2,203.941956882255,1809
Kromme Rijn,3,181.09634551495,301
Padualaan,4,202.296918767507,357
Heidelberglaan,5,221.762781186094,489
UMC,6,225.820512820513,78
WKZ,7,195.107913669065,417
P+R De Uithof,8,68,1
WKZ,9,204.333333333333,6
UMC,10,166.315789473684,19
Heidelberglaan,11,175.050847457627,59
Padualaan,12,205.976923076923,130
Kromme Rijn,13,191.396551724138,174
Galgenwaard,14,201.743902439024,82
Vaartsche Rijn,15,219.710344827586,290
Depot,-1,NaN,0
