Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,206.148130841121,2140
Vaartsche Rijn,1,93.1332205937617,5322
Galgenwaard,2,106.489720773243,3259
Kromme Rijn,3,108.047120418848,573
Padualaan,4,115.724358974359,624
Heidelberglaan,5,124.247730220493,771
UMC,6,122.915584415584,154
WKZ,7,102.309428950863,753
P+R De Uithof,8,0,2
WKZ,9,108.615384615385,13
UMC,10,100.5,30
Heidelberglaan,11,98.8555555555556,90
Padualaan,12,104.755020080321,249
Kromme Rijn,13,96.9557522123894,226
Galgenwaard,14,106.079470198675,151
Vaartsche Rijn,15,113.609318996416,558
Depot,-1,NaN,0
