Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,116.993089430894,2460
Vaartsche Rijn,1,92.9826923076923,6240
Galgenwaard,2,94.6062203479178,3794
Kromme Rijn,3,98.6555183946488,598
Padualaan,4,89.5282522996058,761
Heidelberglaan,5,100.285405405405,925
UMC,6,94.0522388059701,134
WKZ,7,87.7986348122867,879
P+R De Uithof,8,0,4
WKZ,9,64.1,10
UMC,10,110.914285714286,35
Heidelberglaan,11,75.8686868686869,99
Padualaan,12,94.8715953307393,257
Kromme Rijn,13,94.2439862542955,291
Galgenwaard,14,82.6067415730337,178
Vaartsche Rijn,15,104.066666666667,585
Depot,-1,NaN,0
