Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,411.518665607625,1259
Vaartsche Rijn,1,184.281512605042,3094
Galgenwaard,2,185.957746478873,1988
Kromme Rijn,3,190.194719471947,303
Padualaan,4,198.935309973046,371
Heidelberglaan,5,204.620545073375,477
UMC,6,261.679487179487,78
WKZ,7,176.188679245283,424
P+R De Uithof,8,0,1
WKZ,9,240.75,4
UMC,10,179.266666666667,15
Heidelberglaan,11,184.083333333333,48
Padualaan,12,174.299363057325,157
Kromme Rijn,13,205.224637681159,138
Galgenwaard,14,197.884615384615,78
Vaartsche Rijn,15,198.305714285714,350
Depot,-1,NaN,0
