Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,104.572771587744,2872
Vaartsche Rijn,1,90.4828138654238,6866
Galgenwaard,2,90.1980382998599,4282
Kromme Rijn,3,85.6711915535445,663
Padualaan,4,90.7423076923077,780
Heidelberglaan,5,98.6738916256158,1015
UMC,6,92.0454545454545,154
WKZ,7,77.2031746031746,945
P+R De Uithof,8,147,3
WKZ,9,65.8333333333333,18
UMC,10,70.7954545454545,44
Heidelberglaan,11,79.4655172413793,116
Padualaan,12,82.8727810650888,338
Kromme Rijn,13,85.5171339563863,321
Galgenwaard,14,88.635838150289,173
Vaartsche Rijn,15,90.2592105263158,760
Depot,-1,NaN,0
