Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,91.2414974953862,3793
Vaartsche Rijn,1,84.212660944206,9320
Galgenwaard,2,79.2231375358166,5584
Kromme Rijn,3,69.6484716157205,916
Padualaan,4,69.1286496350365,1096
Heidelberglaan,5,69.2923186344239,1406
UMC,6,80.7955555555556,225
WKZ,7,58.5520134228188,1192
P+R De Uithof,8,25.375,8
WKZ,9,55.875,8
UMC,10,54.0161290322581,62
Heidelberglaan,11,56.4470588235294,170
Padualaan,12,67.8039215686274,408
Kromme Rijn,13,59.0048780487805,410
Galgenwaard,14,64.36328125,256
Vaartsche Rijn,15,70.8934517203108,901
Depot,-1,NaN,0
