Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,654.321897073663,991
Vaartsche Rijn,1,244.733303650935,2246
Galgenwaard,2,246.099050203528,1474
Kromme Rijn,3,245.052884615385,208
Padualaan,4,245.481617647059,272
Heidelberglaan,5,266.110843373494,415
UMC,6,294.368421052632,57
WKZ,7,237.62962962963,297
P+R De Uithof,8,264,2
WKZ,9,211.2,5
UMC,10,303.285714285714,14
Heidelberglaan,11,263.456140350877,57
Padualaan,12,255.217391304348,115
Kromme Rijn,13,247.95867768595,121
Galgenwaard,14,253.767857142857,56
Vaartsche Rijn,15,253.391447368421,304
Depot,-1,NaN,0
