Station,id,avg_wait_time,total_passengers_serviced
Centraal Station,0,490.368421052632,1501
Vaartsche Rijn,1,98.9077319587629,3880
Galgenwaard,2,152.759243697479,2380
Kromme Rijn,3,144.549575070822,353
Padualaan,4,146.68778280543,442
Heidelberglaan,5,160.567921440262,611
UMC,6,172.868686868687,99
WKZ,7,144.494017094017,585
P+R De Uithof,8,980.5,2
WKZ,9,113.444444444444,9
UMC,10,116.45,20
Heidelberglaan,11,126.691176470588,68
Padualaan,12,135.518134715026,193
Kromme Rijn,13,141.563291139241,158
Galgenwaard,14,152.333333333333,117
Vaartsche Rijn,15,155.662198391421,373
Depot,-1,NaN,0
